Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
32015,10.0,15.0,0.0,87.0,71.0,68.0,67.0,29.86,29.88,29.88,1.22e-16,-1.0,0,1,0,2013,9,21,1235,-10,1429,-9,DL,N355NW,1131,LGA,DTW,89,502,12,35
13316,10.0,20.0,0.0,28.0,57.0,43.0,24.0,30.05,30.07,30.07,-0.766044,0.642788,1,0,0,2013,4,14,1351,11,1513,-11,EV,N14162,4684,EWR,STL,126,872,13,51
16449,10.0,11.0,0.0,77.0,56.0,52.0,49.0,30.32,30.34,30.34,0.939693,0.34202,1,0,0,2013,10,13,653,-7,1012,-13,DL,N624AG,269,JFK,SFO,349,2586,6,53
32024,10.0,15.0,0.0,68.0,42.0,38.0,32.0,30.37,30.39,30.39,0.34202,0.939693,0,1,0,2013,4,23,626,-4,854,2,DL,N342NB,575,EWR,ATL,113,746,6,26
12375,10.0,9.0,0.0,76.0,74.0,69.0,66.0,29.52,29.54,29.54,-0.939693,-0.34202,1,0,0,2013,6,28,2223,175,17,166,EV,N13970,4480,EWR,CLT,86,529,22,23
5608,10.0,7.0,0.0,55.0,49.0,42.0,33.0,29.97,29.99,29.99,-0.34202,-0.939693,0,1,0,2013,12,20,1514,39,1717,33,EV,N11548,5678,EWR,CVG,101,569,15,14
7119,6.0,8.0,0.0,97.0,72.0,71.0,71.0,30.16,30.18,30.18,0.866025,0.5,1,0,0,2013,7,13,611,11,834,0,B6,N583JB,27,EWR,MCO,127,937,6,11
4200,10.0,16.0,0.0,69.0,57.0,52.0,47.0,30.05,30.07,30.07,-0.34202,0.939693,0,1,0,2013,1,14,1350,-7,1542,-14,EV,N16151,4370,EWR,CHS,95,628,13,50
32733,10.0,6.0,0.0,87.0,58.0,56.0,54.0,30.23,30.25,30.25,0.5,0.866025,0,1,0,2013,10,15,844,56,1045,60,B6,N258JB,1273,JFK,CHS,93,636,8,44
16664,10.0,9.0,0.0,68.0,42.0,38.0,32.0,29.9,29.92,29.92,-0.984808,-0.173648,1,0,0,2013,10,24,721,21,1019,30,B6,N632JB,683,JFK,MCO,154,944,7,21
1174,10.0,0.0,0.0,69.0,30.0,27.0,21.0,30.37,30.39,30.39,0.0,1.0,0,1,0,2013,2,10,2129,-1,12,-12,B6,N509JB,383,LGA,FLL,145,1076,21,29
20821,10.0,13.0,0.0,77.0,81.0,75.0,73.0,30.32,30.34,30.34,-0.984808,-0.173648,1,0,0,2013,7,14,852,-1,1119,-53,B6,N821JB,15,JFK,SFO,306,2586,8,52
17917,10.0,9.0,0.0,27.0,79.0,59.0,42.0,29.99,30.01,30.01,-0.34202,0.939693,0,1,0,2013,8,5,1519,6,1711,-8,EV,N11199,4667,EWR,MSP,154,1008,15,19
12940,2.0,14.0,0.04,93.0,44.0,43.0,42.0,30.01,30.03,30.03,0.984808,-0.173648,0,1,0,2013,2,23,1342,-3,1702,7,B6,N804JB,209,JFK,LGB,354,2465,13,42
27634,3.0,15.0,0.03,93.0,45.0,44.0,43.0,29.7,29.72,29.72,0.866025,-0.5,0,1,0,2013,3,31,2135,5,25,9,B6,N566JB,383,LGA,FLL,154,1076,21,35
30653,3.0,23.0,0.0,90.0,65.0,63.0,62.0,29.81,29.83,29.83,0.173648,-0.984808,0,1,0,2013,5,23,1756,-4,2122,7,DL,N189DN,17,JFK,LAX,316,2475,17,56
32648,10.0,18.0,0.0,73.0,62.0,57.0,53.0,29.71,29.73,29.73,1.22e-16,-1.0,0,1,0,2013,5,15,1723,73,1833,42,9E,N931XJ,3410,JFK,BOS,45,187,17,23
32628,10.0,8.0,0.0,65.0,62.0,55.0,50.0,29.81,29.83,29.83,1.22e-16,-1.0,0,1,0,2013,10,19,1641,-9,1851,-9,US,N672AW,516,EWR,PHX,287,2133,16,41
22506,10.0,5.0,0.0,58.0,80.0,70.0,64.0,29.87,29.89,29.89,0.5,0.866025,1,0,0,2013,8,27,2110,-5,107,-24,DL,N3771K,347,JFK,SJU,201,1598,21,10
11949,10.0,13.0,0.0,31.0,61.0,47.0,30.0,29.96,29.98,29.98,-0.939693,0.34202,1,0,0,2013,10,20,1735,0,2046,-9,AA,N361AA,2351,JFK,MIA,154,1089,17,35
15298,10.0,8.0,0.0,87.0,57.0,55.0,53.0,30.19,30.21,30.21,0.984808,-0.173648,0,1,0,2013,11,17,929,-4,1028,-18,EV,N13538,4179,EWR,BOS,32,200,9,29
5495,10.0,6.0,0.0,72.0,56.0,51.0,47.0,30.36,30.38,30.38,0.866025,0.5,1,0,0,2013,10,14,823,-2,1043,-37,UA,N498UA,478,EWR,MCO,123,937,8,23
28706,10.0,11.0,0.0,50.0,22.0,18.0,6.0,30.3,30.32,30.32,-0.984808,-0.173648,1,0,0,2013,2,2,919,-1,1234,1,UA,N57852,1594,EWR,LAX,353,2454,9,19
28828,10.0,20.0,0.0,19.0,54.0,39.0,12.0,29.82,29.84,29.84,-0.5,0.866025,1,0,0,2013,4,5,1903,7,2102,-28,DL,N319NB,1097,JFK,MSY,145,1182,19,3
2491,10.0,13.0,0.0,52.0,80.0,68.0,61.0,29.87,29.89,29.89,-0.866025,-0.5,1,0,0,2013,8,2,1915,45,2207,27,B6,N594JB,305,EWR,FLL,140,1065,19,15
20253,10.0,11.0,0.0,56.0,76.0,66.0,59.0,30.14,30.16,30.16,0.642788,-0.766044,0,1,0,2013,8,7,1055,-5,1233,-20,EV,N538CA,5545,EWR,DTW,76,488,10,55
11035,10.0,23.0,0.0,37.0,76.0,60.0,48.0,29.86,29.89,29.88,-0.866025,0.5,1,0,0,2013,8,14,1607,12,1747,8,9E,N928XJ,3459,JFK,BNA,115,765,16,7
13226,10.0,22.0,0.0,45.0,55.0,45.0,34.0,29.66,29.68,29.68,-0.866025,0.5,1,0,0,2013,4,1,1622,52,2006,71,AA,N3GJAA,1039,JFK,FLL,172,1069,16,22
14101,10.0,14.0,0.0,59.0,34.0,29.0,21.0,30.15,30.17,30.17,-0.939693,-0.34202,1,0,0,2013,12,18,2007,22,2212,22,MQ,N834MQ,3603,LGA,DTW,94,502,20,7
15911,10.0,8.0,0.0,37.0,76.0,60.0,48.0,30.04,30.06,30.06,0.5,0.866025,1,0,0,2013,6,19,1420,-5,1539,-11,B6,N229JB,8,JFK,BUF,59,301,14,20
30807,1.0,13.0,0.05,97.0,65.0,64.0,64.0,29.84,29.86,29.86,-0.173648,-0.984808,1,0,0,2013,6,3,1056,10,1341,14,B6,N554JB,41,JFK,MCO,143,944,10,56
20287,10.0,9.0,0.01,80.0,52.0,49.0,46.0,30.22,30.24,30.24,0.642788,-0.766044,0,1,0,2013,4,29,657,-3,807,2,US,N959UW,2116,LGA,BOS,39,184,6,57
6151,10.0,16.0,0.0,43.0,42.0,34.0,21.0,30.31,30.33,30.33,-0.642788,0.766044,0,1,0,2013,12,7,1505,-5,1808,-37,AA,N5EYAA,145,JFK,MIA,153,1089,15,5
162,10.0,13.0,0.0,54.0,74.0,63.0,56.0,30.12,30.14,30.14,0.173648,-0.984808,0,1,0,2013,6,9,1534,-6,1721,-20,US,N738US,1899,LGA,CLT,87,544,15,34
14120,10.0,7.0,0.0,59.0,83.0,72.0,67.0,29.87,29.89,29.89,0.866025,-0.5,1,0,0,2013,8,28,934,-5,1150,-18,EV,N14543,4190,EWR,ATL,100,746,9,34
14321,10.0,14.0,0.0,26.0,39.0,29.0,7.0,30.3,30.32,30.32,-0.766044,0.642788,0,1,0,2013,11,13,1625,-5,1750,-18,EV,N12135,4702,EWR,GSO,66,445,16,25
21970,10.0,13.0,0.0,90.0,54.0,52.0,51.0,29.99,30.01,30.01,1.22e-16,-1.0,0,1,0,2013,12,5,1701,73,1911,44,DL,N355NW,1705,LGA,MSY,170,1183,17,1
880,10.0,20.0,0.0,76.0,36.0,33.0,29.0,29.98,30.0,30.0,-2.45e-16,1.0,1,0,0,2013,3,7,1027,-3,1250,2,DL,N959DN,2343,EWR,ATL,107,746,10,27
6771,10.0,14.0,0.0,64.0,80.0,71.0,67.0,29.86,29.88,29.88,-0.173648,-0.984808,0,1,0,2013,6,17,1357,57,1648,68,AA,N517AA,1841,EWR,DFW,202,1372,13,57
5693,10.0,10.0,0.0,44.0,59.0,48.0,37.0,29.94,29.96,29.96,-0.984808,0.173648,1,0,0,2013,10,20,1056,-9,1208,-37,EV,N717EV,5309,LGA,BGR,49,378,10,56
4991,10.0,20.0,0.0,21.0,43.0,31.0,5.0,29.99,30.01,30.01,-0.939693,0.34202,0,1,0,2013,4,2,1818,-1,2113,-1,B6,N510JB,711,JFK,LAS,316,2248,18,18
1136,6.0,10.0,0.0,94.0,72.0,71.0,70.0,30.05,30.07,30.07,-0.766044,-0.642788,0,1,0,2013,6,24,609,9,710,-17,UA,N410UA,569,EWR,ORD,102,719,6,9
8602,10.0,9.0,0.0,41.0,79.0,64.0,53.0,30.06,30.08,30.08,-0.34202,-0.939693,0,1,0,2013,8,11,1404,5,1725,1,DL,N717TW,1565,JFK,SFO,352,2586,14,4
20893,10.0,14.0,0.0,41.0,39.0,31.0,17.0,29.85,29.87,29.87,-0.984808,0.173648,1,0,0,2013,3,22,2006,-9,2153,-17,MQ,N713MQ,4555,LGA,CMH,77,479,20,6
13264,5.0,6.0,0.0,87.0,65.0,63.0,61.0,30.08,30.1,30.1,0.766044,0.642788,1,0,0,2013,10,5,847,-3,1130,-11,B6,N644JB,189,JFK,SAN,325,2446,8,47
11129,10.0,11.0,0.0,45.0,78.0,64.0,55.0,30.1,30.12,30.12,-0.173648,-0.984808,1,0,0,2013,8,6,1151,178,1350,155,UA,N12114,1643,EWR,DEN,217,1605,11,51
6038,9.0,11.0,0.0,83.0,49.0,47.0,44.0,29.53,29.55,29.55,-0.984808,-0.173648,1,0,0,2013,2,27,1633,23,1901,-16,DL,N378DA,91,JFK,LAS,307,2248,16,33
18304,10.0,18.0,0.0,49.0,28.0,23.0,11.0,30.2,30.22,30.22,-0.642788,0.766044,1,0,0,2013,2,21,2039,34,2254,17,EV,N16961,4645,EWR,JAX,124,820,20,39
29076,9.0,0.0,0.0,93.0,35.0,34.0,33.0,30.36,30.38,30.38,0.0,1.0,0,1,0,2013,1,9,554,-6,752,7,AA,N3DEAA,301,LGA,ORD,140,733,5,54
6192,10.0,8.0,0.0,82.0,36.0,34.0,31.0,30.26,30.28,30.28,0.34202,0.939693,0,1,0,2013,1,15,629,-5,940,5,UA,N529UA,772,EWR,MIA,169,1085,6,29
5157,10.0,9.0,0.0,59.0,54.0,47.0,40.0,29.99,30.01,30.01,-0.34202,0.939693,1,0,0,2013,9,23,708,68,759,51,B6,N267JB,2180,EWR,BOS,38,200,7,8
29345,10.0,6.0,0.0,61.0,71.0,63.0,57.0,30.17,30.19,30.19,1.22e-16,-1.0,1,0,0,2013,8,16,2028,0,2219,-28,B6,N561JB,135,JFK,PHX,273,2153,20,28
18688,10.0,6.0,0.0,67.0,36.0,32.0,26.0,30.33,30.35,30.35,0.984808,-0.173648,0,1,0,2013,2,22,1838,-12,2052,2,AA,N481AA,2019,LGA,STL,160,888,18,38
31512,10.0,23.0,0.0,40.0,40.0,32.0,17.0,29.78,29.8,29.8,-0.642788,0.766044,1,0,0,2013,3,4,1721,88,1941,93,EV,N17138,4684,EWR,SDF,106,642,17,21
12286,10.0,18.0,0.0,45.0,30.0,24.0,11.0,29.84,29.86,29.86,-0.984808,-0.173648,1,0,0,2013,2,1,754,-6,1119,-6,UA,N525UA,397,JFK,SFO,349,2586,7,54
28661,10.0,14.0,0.0,43.0,41.0,33.0,20.0,30.09,30.11,30.11,-0.766044,0.642788,0,1,0,2013,12,24,1314,2,1621,15,B6,N354JB,553,JFK,PBI,162,1028,13,14
19929,10.0,8.0,0.0,66.0,51.0,46.0,40.0,30.45,30.47,30.47,0.173648,-0.984808,0,1,0,2013,11,21,1903,-4,2040,9,EV,N12924,4498,EWR,PWM,55,284,19,3
9915,10.0,14.0,0.0,60.0,44.0,39.0,31.0,30.12,30.14,30.14,-0.642788,0.766044,1,0,0,2013,10,25,955,-4,1129,-15,AA,N564AA,1030,LGA,STL,121,888,9,55
30500,10.0,21.0,0.0,80.0,48.0,45.0,42.0,30.04,30.06,30.06,1.22e-16,-1.0,0,1,0,2013,4,7,1933,-3,2049,-11,EV,N833AS,5705,LGA,IAD,48,229,19,33
11136,10.0,13.0,0.0,67.0,74.0,67.0,62.0,29.91,29.94,29.93,-0.766044,-0.642788,1,0,0,2013,6,8,1638,4,1809,-6,EV,N14959,3833,EWR,GSO,71,445,16,38
31906,10.0,20.0,0.0,32.0,42.0,32.0,14.0,29.84,29.86,29.86,-0.5,0.866025,1,0,0,2013,4,1,2128,28,2253,18,MQ,N3AEMQ,4617,LGA,RDU,71,431,21,28
9474,9.0,0.0,0.0,64.0,49.0,44.0,37.0,30.09,30.11,30.11,0.0,1.0,0,1,0,2013,12,4,1352,-3,1729,14,US,N663AW,686,EWR,PHX,320,2133,13,52
11296,10.0,11.0,0.0,84.0,72.0,69.0,67.0,29.57,29.59,29.59,-0.5,-0.866025,1,0,0,2013,6,29,756,69,929,80,B6,N571JB,905,JFK,ORD,111,740,7,56
25022,10.0,15.0,0.0,66.0,50.0,45.0,39.0,30.05,30.07,30.07,0.173648,-0.984808,0,1,0,2013,3,31,1151,-9,1255,-16,US,N944UW,2173,LGA,DCA,47,214,11,51
28410,10.0,6.0,0.0,87.0,72.0,69.0,68.0,29.98,30.01,30.0,0.642788,-0.766044,0,1,0,2013,7,27,2040,-11,2349,23,UA,N434UA,524,EWR,IAH,184,1400,20,40
12132,10.0,7.0,0.0,47.0,41.0,34.0,22.0,30.52,30.54,30.54,-0.173648,0.984808,1,0,0,2013,1,10,2118,-7,2206,-18,EV,N15985,4404,EWR,PVD,31,160,21,18
24722,10.0,9.0,0.0,34.0,52.0,41.0,24.0,30.17,30.19,30.19,0.5,0.866025,1,0,0,2013,4,14,2023,53,2151,56,EV,N24128,4131,EWR,RIC,50,277,20,23
11566,10.0,8.0,0.0,41.0,27.0,21.0,6.0,30.2,30.22,30.22,-0.642788,0.766044,1,0,0,2013,12,16,2056,-4,2220,-5,MQ,N521MQ,3660,LGA,BNA,118,764,20,56
18317,10.0,7.0,0.0,56.0,43.0,37.0,28.0,30.12,30.14,30.14,-0.939693,-0.34202,1,0,0,2013,12,19,2158,52,2301,48,B6,N267JB,2680,EWR,BOS,40,200,21,58
20937,10.0,7.0,0.0,46.0,60.0,50.0,39.0,30.34,30.36,30.36,0.5,-0.866025,0,1,0,2013,9,17,1801,-9,1924,-21,WN,N219WN,1368,LGA,BNA,108,764,18,1
24464,10.0,0.0,0.0,70.0,69.0,63.0,59.0,30.32,30.34,30.34,0.0,1.0,1,0,0,2013,8,24,2052,7,2304,-1,9E,N914XJ,3367,JFK,CVG,82,589,20,52
32484,10.0,30.0,0.0,79.0,74.0,69.0,67.0,29.8,29.82,29.82,1.22e-16,-1.0,0,1,0,2013,10,7,1459,-1,1711,40,UA,N449UA,399,EWR,ORD,110,719,14,59
6712,10.0,14.0,0.0,42.0,60.0,49.0,37.0,29.99,30.01,30.01,-0.766044,0.642788,1,0,0,2013,9,23,1050,5,1410,18,B6,N580JB,971,LGA,FLL,153,1076,10,50
11793,10.0,8.0,0.0,77.0,46.0,43.0,39.0,30.27,30.29,30.29,0.642788,0.766044,0,1,0,2013,5,5,622,-8,850,-23,UA,N413UA,565,LGA,IAH,182,1416,6,22
25118,10.0,17.0,0.0,73.0,46.0,42.0,38.0,29.72,29.74,29.74,-0.642788,0.766044,1,0,0,2013,4,1,1731,-4,2020,17,DL,N367NW,884,LGA,DEN,244,1620,17,31
5921,8.0,11.0,0.01,85.0,35.0,33.0,31.0,29.87,29.9,29.89,-0.984808,0.173648,0,1,0,2013,12,10,1439,-5,1616,11,B6,N296JB,286,JFK,ROC,57,264,14,39
16661,10.0,5.0,0.0,79.0,74.0,69.0,67.0,29.93,29.95,29.95,0.34202,-0.939693,0,1,0,2013,8,12,1936,1,2125,5,MQ,N535MQ,3535,JFK,CMH,72,483,19,36
10261,8.0,5.0,0.0,53.0,73.0,62.0,55.0,30.15,30.17,30.17,-0.642788,-0.766044,1,0,0,2013,8,16,959,0,1112,-2,EV,N877AS,5711,JFK,IAD,44,228,9,59
26930,1.5,11.0,0.0,80.0,30.0,28.0,25.0,30.39,30.4,30.41,-0.642788,-0.766044,0,1,0,2013,1,28,1037,-2,1335,5,B6,N662JB,31,JFK,MCO,132,944,10,37
12289,10.0,11.0,0.0,38.0,59.0,47.0,33.0,30.01,30.03,30.03,-0.984808,0.173648,1,0,0,2013,10,20,1959,-2,2250,1,B6,N766JB,1083,JFK,MCO,140,944,19,59
14436,10.0,14.0,0.0,53.0,69.0,59.0,51.0,30.25,30.27,30.27,0.642788,0.766044,1,0,0,2013,8,24,838,-5,1034,-11,US,N762US,2071,LGA,CLT,84,544,8,38
32460,10.0,10.0,0.0,59.0,66.0,58.0,51.0,30.09,30.11,30.11,0.5,-0.866025,0,1,0,2013,9,29,1627,8,1830,-2,EV,N12564,4684,EWR,SDF,103,642,16,27
4662,8.0,15.0,0.0,90.0,73.0,71.0,70.0,29.57,29.6,29.59,1.22e-16,-1.0,0,1,0,2013,6,27,2346,61,259,84,B6,N627JB,623,JFK,LAX,312,2475,23,46
15334,10.0,8.0,0.0,82.0,39.0,37.0,34.0,30.31,30.33,30.33,0.642788,-0.766044,0,1,0,2013,3,10,2209,34,2314,29,EV,N11113,4206,EWR,BTV,46,266,22,9
15493,10.0,10.0,0.0,82.0,78.0,74.0,72.0,29.64,29.66,29.66,-0.939693,-0.34202,0,1,0,2013,7,23,929,4,1213,-7,VX,N633VA,407,JFK,LAX,314,2475,9,29
23512,10.0,11.0,0.0,68.0,64.0,58.0,53.0,29.98,30.0,30.0,0.34202,0.939693,1,0,0,2013,6,19,726,6,1002,9,UA,N38443,1591,EWR,IAH,195,1400,7,26
20201,10.0,0.0,0.0,71.0,51.0,47.0,42.0,30.43,30.45,30.45,0.0,1.0,0,1,0,2013,11,21,2101,26,2225,15,WN,N260WN,168,LGA,MDW,119,725,21,1
7745,10.0,20.0,0.0,39.0,18.0,14.0,-3.0,30.15,30.17,30.17,-0.766044,0.642788,1,0,0,2013,1,22,2019,-10,2120,-20,9E,N8541D,3609,JFK,PHL,28,94,20,19
4415,10.0,15.0,0.0,74.0,73.0,67.0,64.0,29.85,29.88,29.87,-0.173648,-0.984808,0,1,0,2013,6,2,1010,-5,1325,15,AA,N3JAAA,731,LGA,DFW,197,1389,10,10
30609,10.0,5.0,0.0,48.0,38.0,32.0,20.0,30.39,30.41,30.41,0.34202,-0.939693,1,0,0,2013,1,7,1815,-5,1958,-7,AA,N3ARAA,353,LGA,ORD,122,733,18,15
13146,10.0,18.0,0.0,60.0,38.0,33.0,25.0,30.11,30.13,30.13,-0.5,0.866025,1,0,0,2013,11,12,1230,61,1542,73,AA,N3GMAA,1139,LGA,DFW,210,1389,12,30
18897,10.0,9.0,0.0,41.0,48.0,39.0,25.0,30.24,30.26,30.26,-0.939693,-0.34202,0,0,1,2013,11,9,1259,-1,1427,-1,UA,N34137,1622,EWR,ORD,124,719,12,59
3060,10.0,10.0,0.0,56.0,59.0,51.0,43.0,30.38,30.4,30.4,0.34202,-0.939693,0,1,0,2013,11,6,1021,-9,1300,-5,DL,N394DA,1529,JFK,LAS,316,2248,10,21
25734,6.0,6.0,0.01,87.0,34.0,32.0,30.0,30.07,30.09,30.09,0.642788,0.766044,0,1,0,2013,1,16,658,-1,1023,45,DL,N642DL,1547,LGA,ATL,131,762,6,58
24752,10.0,11.0,0.0,56.0,48.0,41.0,33.0,29.54,29.56,29.56,-0.766044,-0.642788,0,1,0,2013,2,28,1450,5,1550,-16,9E,N601LR,3452,JFK,BOS,38,187,14,50
15195,10.0,8.0,0.0,52.0,31.0,26.0,15.0,30.41,30.43,30.43,0.939693,0.34202,0,1,0,2013,2,7,1808,-2,2055,-9,UA,N838UA,812,EWR,LAS,305,2227,18,8
2025,6.0,11.0,0.0,85.0,77.0,74.0,72.0,30.05,30.07,30.07,-0.766044,-0.642788,1,0,0,2013,6,24,854,-6,1312,7,AA,N5FJAA,1357,JFK,SJU,215,1598,8,54
18730,10.0,6.0,0.0,58.0,48.0,42.0,34.0,30.08,30.11,30.1,0.5,-0.866025,0,1,0,2013,3,31,950,-10,1205,-16,EV,N13908,4269,EWR,SAV,107,708,9,50
19155,6.0,13.0,0.01,93.0,61.0,60.0,59.0,29.73,29.75,29.75,0.5,-0.866025,0,1,0,2013,5,11,1754,25,2157,73,AA,N3BAAA,1999,EWR,MIA,185,1085,17,54
7214,10.0,11.0,0.0,70.0,36.0,33.0,27.0,30.08,30.09,30.1,-0.5,-0.866025,0,1,0,2013,2,19,754,-6,1107,-20,DL,N962DL,2245,JFK,MIA,164,1089,7,54
12655,10.0,21.0,0.0,43.0,31.0,25.0,11.0,29.83,29.85,29.85,-1.0,-1.84e-16,1,0,0,2013,2,20,1212,-3,1519,3,B6,N178JB,625,JFK,HOU,232,1428,12,12
32159,10.0,15.0,0.0,46.0,47.0,39.0,27.0,30.08,30.11,30.1,-0.642788,0.766044,1,0,0,2013,3,28,2107,12,2211,-9,WN,N762SW,115,LGA,MDW,110,725,21,7
19011,8.0,5.0,0.0,87.0,73.0,70.0,69.0,29.93,29.95,29.95,0.5,-0.866025,0,1,0,2013,8,12,2032,-8,2138,-16,B6,N265JB,2680,EWR,BOS,39,200,20,32
17394,10.0,7.0,0.0,60.0,63.0,55.0,49.0,29.88,29.9,29.9,0.173648,-0.984808,0,1,0,2013,10,19,1421,-9,1605,-27,9E,N903XJ,3426,EWR,MSP,145,1008,14,21
25540,10.0,14.0,0.0,46.0,60.0,50.0,39.0,29.97,29.99,29.99,-0.34202,0.939693,1,0,0,2013,6,4,654,-6,954,-13,DL,N917DL,2003,LGA,MIA,147,1096,6,54
13204,8.0,8.0,0.0,74.0,84.0,78.0,75.0,29.83,29.86,29.85,-0.5,-0.866025,0,1,0,2013,7,19,2101,2,2209,-16,UA,N848UA,994,EWR,BOS,49,200,21,1
4502,0.25,9.0,0.0,100.0,44.0,44.0,44.0,30.15,30.17,30.17,0.34202,-0.939693,1,0,0,2013,1,13,1024,-6,1250,-2,DL,N326NB,2343,EWR,ATL,116,746,10,24
7491,10.0,18.0,0.0,51.0,42.0,35.0,25.0,29.73,29.75,29.75,-0.642788,0.766044,1,0,0,2013,3,1,1934,-1,2215,-61,B6,N627JB,645,JFK,SFO,319,2586,19,34
10842,10.0,20.0,0.0,53.0,26.0,22.0,11.0,30.24,30.26,30.26,-0.5,0.866025,1,0,0,2013,2,21,2208,18,114,32,B6,N809JB,325,JFK,TPA,147,1005,22,8
15205,10.0,13.0,0.0,61.0,68.0,60.0,54.0,30.25,30.27,30.27,-0.173648,-0.984808,0,1,0,2013,6,21,2023,-2,2325,1,UA,N560UA,771,JFK,LAX,300,2475,20,23
26836,10.0,8.0,0.0,84.0,63.0,60.0,58.0,29.97,29.99,29.99,-0.34202,-0.939693,0,1,0,2013,10,16,1620,-5,1758,8,MQ,N8EGMQ,3622,LGA,BNA,120,764,16,20
15473,10.0,6.0,0.0,78.0,57.0,53.0,50.0,29.68,29.7,29.7,0.5,0.866025,1,0,0,2013,11,2,835,0,1002,16,EV,N27152,4240,EWR,BUF,52,282,8,35
15802,10.0,18.0,0.0,78.0,62.0,58.0,55.0,29.91,29.93,29.93,1.22e-16,-1.0,0,1,0,2013,5,10,2017,2,2138,-1,B6,N183JB,1016,JFK,BOS,41,187,20,17
24303,10.0,14.0,0.0,45.0,63.0,52.0,41.0,30.24,30.26,30.26,0.34202,0.939693,1,0,0,2013,9,6,818,-12,919,-28,9E,N8974C,3879,JFK,BWI,36,184,8,18
9573,10.0,9.0,0.0,66.0,27.0,24.0,17.0,30.34,30.36,30.36,0.173648,0.984808,1,0,0,2013,2,22,652,-8,853,17,UA,N17233,1092,EWR,ORD,125,719,6,52
5060,10.0,8.0,0.0,40.0,26.0,21.0,5.0,30.25,30.27,30.27,-0.984808,0.173648,0,1,0,2013,12,12,1607,-2,1729,13,EV,N13970,4299,EWR,DCA,41,199,16,7
5621,10.0,9.0,0.0,75.0,56.0,52.0,48.0,30.37,30.39,30.39,0.984808,0.173648,1,0,0,2013,10,13,2251,-4,4,6,B6,N558JB,718,JFK,BOS,40,187,22,51
20879,10.0,15.0,0.0,50.0,64.0,54.0,45.0,30.03,30.06,30.05,-0.766044,0.642788,1,0,0,2013,9,14,1827,-3,2105,-17,B6,N612JB,153,JFK,PBI,136,1028,18,27
25394,10.0,9.0,0.0,83.0,52.0,49.0,47.0,30.21,30.23,30.23,-0.5,-0.866025,0,1,0,2013,11,22,808,8,1043,-27,DL,N3740C,2190,JFK,MIA,137,1089,8,8
28480,1.0,14.0,0.06,97.0,61.0,60.0,60.0,29.89,29.91,29.91,1.0,6.12e-17,0,1,0,2013,6,7,819,54,940,35,AA,N439AA,305,LGA,ORD,110,733,8,19
17916,10.0,9.0,0.0,69.0,52.0,47.0,42.0,30.37,30.39,30.39,0.866025,-0.5,0,1,0,2013,5,3,1827,-3,1952,12,MQ,N689MQ,3944,JFK,BWI,35,184,18,27
12275,10.0,20.0,0.0,45.0,43.0,35.0,23.0,29.76,29.78,29.78,-0.866025,-0.5,0,1,0,2013,3,15,1526,-4,1903,-7,AA,N392AA,85,JFK,SFO,370,2586,15,26
2595,0.0,8.0,0.0,96.0,46.0,46.0,45.0,29.93,29.95,29.95,0.173648,-0.984808,0,1,0,2013,1,30,630,-6,931,-14,UA,N73291,1701,EWR,FLL,155,1065,6,30
18829,10.0,23.0,0.0,76.0,71.0,66.0,63.0,29.85,29.88,29.87,1.22e-16,-1.0,1,0,0,2013,5,23,1254,-6,1419,10,US,N953UW,2128,LGA,BOS,45,184,12,54
26565,1.0,7.0,0.0,97.0,70.0,69.0,69.0,29.78,29.8,29.8,0.173648,-0.984808,1,0,0,2013,6,30,658,-2,956,-7,DL,N189DN,763,JFK,LAX,316,2475,6,58
25083,10.0,30.0,0.0,24.0,31.0,23.0,-2.0,29.71,29.73,29.73,-0.939693,0.34202,1,0,0,2013,2,17,1537,-3,1852,-17,DL,N357NW,1411,JFK,FLL,165,1069,15,37
12888,10.0,20.0,0.0,35.0,42.0,33.0,16.0,29.87,29.88,29.89,-0.939693,0.34202,0,1,0,2013,3,20,1152,-5,1508,18,B6,N229JB,27,JFK,TPA,167,1005,11,52
31602,10.0,7.0,0.0,63.0,47.0,42.0,35.0,30.25,30.27,30.27,-0.5,-0.866025,0,1,0,2013,1,9,1423,-6,1801,7,UA,N557UA,257,JFK,SFO,375,2586,14,23
19143,0.25,6.0,0.0,97.0,58.0,57.0,57.0,30.01,30.03,30.03,0.34202,-0.939693,0,1,0,2013,11,17,1725,-5,2015,10,DL,N302NB,1499,LGA,ATL,125,762,17,25
23887,10.0,10.0,0.0,21.0,64.0,47.0,23.0,30.39,30.41,30.41,0.173648,0.984808,0,1,0,2013,4,27,1135,0,1345,4,DL,N337NB,2219,LGA,MSP,152,1020,11,35
12037,10.0,10.0,0.0,44.0,38.0,31.0,18.0,30.36,30.38,30.38,-0.642788,0.766044,1,0,0,2013,12,7,1729,-1,2134,48,B6,N624JB,359,JFK,BUR,403,2465,17,29
