,Unnamed: 0,HOURLYVISIBILITY,HOURLYWindSpeed,HOURLYPrecip,HOURLYRelativeHumidity,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYStationPressure,HOURLYSeaLevelPressure,HOURLYAltimeterSetting,HOURLYWindDirectionSin,HOURLYWindDirectionCos,HOURLYPressureTendencyIncr,HOURLYPressureTendencyDecr,HOURLYPressureTendencyCons,month,day,dep_time,dep_delay,arr_time,arr_delay,flight,origin,air_time,distance,hour,minute
1530,1530,8.0,0.0,0.0,73.0,66.0,61.0,57.0,29.98,30.0,30.0,0.0,1.0,1,0,0,5,10,802,0,952,0,4691,2,87,533,8,2
1531,1531,10.0,3.0,0.0,58.0,58.0,51.0,43.0,30.45,30.47,30.47,0.642788,0.766044,1,0,0,5,2,840,0,1131,0,1293,2,316,2475,8,40
1532,1532,10.0,22.0,0.0,29.0,78.0,59.0,43.0,29.93,29.96,29.95,-0.939693,0.34202,0,1,0,4,9,1159,0,1344,0,1443,2,79,541,11,59
1533,1533,10.0,3.0,0.0,71.0,78.0,71.0,68.0,30.01,30.04,30.03,-0.5,0.866025,1,0,0,7,29,919,1,1208,1,5,2,148,1065,9,19
1534,1534,10.0,13.0,0.0,35.0,31.0,24.0,6.0,30.08,30.1,30.1,-0.866025,0.5,0,1,0,12,16,1514,1,1610,1,4133,2,34,160,15,14
1535,1535,10.0,17.0,0.0,36.0,33.0,26.0,9.0,29.83,29.86,29.85,-0.984808,0.173648,0,1,0,2,20,1315,1,1439,1,4225,2,61,282,13,15
1536,1536,10.0,14.0,0.0,50.0,32.0,27.0,15.0,30.1,30.12,30.12,-0.939693,-0.34202,1,0,0,1,3,2054,0,2207,0,3744,2,106,719,20,54
1537,1537,10.0,16.0,0.0,63.0,47.0,42.0,35.0,29.94,29.96,29.96,-1.0,-1.84e-16,1,0,0,12,30,1103,0,1427,0,2551,2,161,1076,11,3
1538,1538,10.0,17.0,0.0,53.0,39.0,33.0,23.0,30.0,30.02,30.02,-0.5,0.866025,1,0,0,12,30,1454,1,1740,1,262,2,149,1023,14,54
1539,1539,10.0,16.0,0.0,60.0,62.0,55.0,48.0,30.12,30.14,30.14,-0.173648,-0.984808,0,1,0,5,27,1816,1,1945,0,353,2,128,733,18,16
1540,1540,10.0,17.0,0.0,43.0,49.0,40.0,27.0,30.01,30.03,30.03,-0.642788,0.766044,1,0,0,3,28,1739,1,2011,1,143,2,135,1028,17,39
1541,1541,10.0,8.0,0.0,47.0,81.0,67.0,59.0,29.99,30.01,30.01,-0.173648,-0.984808,0,1,0,7,26,1520,0,1814,1,1773,2,344,2248,15,20
1542,1542,9.0,16.0,0.0,67.0,82.0,74.0,70.0,29.85,29.87,29.87,1.22e-16,-1.0,0,1,0,9,12,1203,1,1529,1,1461,2,199,1400,12,3
1543,1543,9.0,18.0,0.0,89.0,43.0,42.0,40.0,29.48,29.5,29.5,-0.766044,0.642788,0,1,0,12,29,2010,1,2308,1,1443,2,149,1023,20,10
1544,1544,10.0,13.0,0.0,38.0,35.0,28.0,12.0,29.99,30.01,30.01,-0.766044,0.642788,1,0,0,4,2,729,0,1043,0,33,2,344,2475,7,29
1545,1545,0.25,10.0,0.0,93.0,59.0,58.0,57.0,29.93,29.95,29.95,0.984808,-0.173648,1,0,0,5,22,840,1,1139,0,181,2,329,2446,8,40
1546,1546,10.0,3.0,0.0,48.0,39.0,33.0,21.0,30.23,30.25,30.25,0.642788,0.766044,0,1,0,11,26,1439,1,1759,1,301,2,161,1069,14,39
1547,1547,10.0,15.0,0.0,38.0,82.0,65.0,54.0,29.93,29.95,29.95,-1.0,-1.84e-16,0,1,0,9,4,1712,0,1836,0,4202,2,123,872,17,12
1548,1548,6.0,13.0,0.0,94.0,74.0,73.0,72.0,30.05,30.07,30.07,-0.766044,-0.642788,1,0,0,6,24,701,0,950,0,1665,2,324,2454,7,1
1549,1549,10.0,9.0,0.0,87.0,73.0,70.0,69.0,29.86,29.88,29.88,-0.173648,-0.984808,1,0,0,8,31,819,0,1000,0,1157,2,136,1008,8,19
1550,1550,4.0,26.0,0.14,93.0,46.0,45.0,44.0,29.62,29.64,29.64,0.866025,0.5,0,1,0,2,27,656,0,946,0,1636,2,151,1023,6,56
1551,1551,10.0,5.0,0.0,69.0,52.0,47.0,42.0,30.34,30.36,30.36,-0.173648,-0.984808,0,1,0,5,2,2003,1,2317,1,2139,2,154,1096,20,3
1552,1552,10.0,26.0,0.0,69.0,53.0,48.0,43.0,29.88,29.9,29.9,-0.766044,0.642788,1,0,0,5,25,1334,1,1528,1,4631,2,94,569,13,34
1553,1553,9.0,6.0,0.0,88.0,77.0,74.0,73.0,29.72,29.74,29.74,0.173648,-0.984808,0,1,0,9,2,1852,1,2017,1,589,2,115,719,18,52
1554,1554,10.0,11.0,0.0,38.0,46.0,37.0,22.0,30.2,30.22,30.22,-0.642788,-0.766044,1,0,0,11,14,2141,1,2233,1,2164,2,41,184,21,41
1555,1555,10.0,16.0,0.0,75.0,62.0,58.0,54.0,30.08,30.1,30.1,0.5,0.866025,0,1,0,10,10,2037,1,2335,1,1224,2,329,2454,20,37
1556,1556,10.0,15.0,0.0,58.0,77.0,67.0,61.0,29.63,29.65,29.65,-0.866025,0.5,1,0,0,6,11,1934,1,2212,0,21,2,314,2475,19,34
1557,1557,1.25,13.0,0.03,93.0,57.0,56.0,55.0,30.21,30.23,30.23,0.984808,-0.173648,0,1,0,5,19,1750,1,1954,1,4682,2,86,569,17,50
1558,1558,10.0,6.0,0.0,74.0,53.0,49.0,45.0,29.94,29.96,29.96,-2.45e-16,1.0,0,1,0,9,25,620,0,853,0,1099,2,135,950,6,20
1559,1559,4.0,10.0,0.04,91.0,72.0,70.0,69.0,30.03,30.05,30.05,0.984808,-0.173648,0,0,1,7,12,1739,1,1914,1,345,2,100,733,17,39
1560,1560,10.0,8.0,0.0,44.0,57.0,47.0,35.0,30.45,30.47,30.47,0.984808,0.173648,1,0,0,5,3,1010,0,1244,1,1427,2,91,541,10,10
1561,1561,10.0,13.0,0.0,23.0,36.0,27.0,2.0,30.18,30.19,30.2,-0.984808,0.173648,0,1,0,2,18,1612,1,1834,0,920,2,235,1626,16,12
1562,1562,10.0,17.0,0.0,57.0,70.0,61.0,54.0,29.94,29.96,29.96,-0.173648,-0.984808,0,1,0,9,7,1757,0,2002,0,61,2,102,762,17,57
1563,1563,10.0,15.0,0.0,86.0,53.0,51.0,49.0,30.18,30.2,30.2,0.866025,-0.5,0,1,0,4,18,2005,0,2155,0,4555,2,73,479,20,5
1564,1564,10.0,13.0,0.0,76.0,75.0,70.0,67.0,30.08,30.1,30.1,-0.173648,-0.984808,1,0,0,8,20,1937,1,2041,0,1703,2,36,200,19,37
1565,1565,10.0,7.0,0.0,84.0,73.0,70.0,68.0,29.88,29.9,29.9,-0.173648,-0.984808,0,1,0,8,22,1810,1,2107,1,535,2,327,2475,18,10
1566,1566,10.0,14.0,0.0,89.0,29.0,28.0,26.0,29.95,29.97,29.97,-2.45e-16,1.0,0,1,0,12,17,1837,1,2151,1,700,2,197,1400,18,37
1567,1567,10.0,11.0,0.0,44.0,92.0,75.0,67.0,29.73,29.75,29.75,-1.0,-1.84e-16,0,1,0,7,20,1819,0,2125,0,83,2,140,1089,18,19
1568,1568,10.0,16.0,0.0,31.0,19.0,14.0,-7.0,30.17,30.19,30.19,-1.0,-1.84e-16,0,1,0,1,23,1542,0,1812,0,95,2,123,760,15,42
1569,1569,6.0,16.0,0.08,87.0,71.0,68.0,67.0,29.86,29.88,29.88,1.22e-16,-1.0,0,1,0,8,1,1725,1,2042,1,512,2,348,2586,17,25
1570,1570,10.0,8.0,0.0,75.0,59.0,55.0,51.0,29.77,29.79,29.79,-0.34202,-0.939693,1,0,0,5,16,2048,0,2211,0,5057,2,50,292,20,48
1571,1571,10.0,10.0,0.0,46.0,62.0,52.0,41.0,30.41,30.43,30.43,1.22e-16,-1.0,0,1,0,5,2,1454,0,1635,0,4667,2,140,1008,14,54
1572,1572,10.0,11.0,0.0,44.0,73.0,60.0,50.0,30.14,30.16,30.16,-0.642788,-0.766044,0,1,0,9,19,1257,0,1500,0,5283,2,85,585,12,57
1573,1573,10.0,8.0,0.0,69.0,77.0,70.0,66.0,29.85,29.87,29.87,-0.173648,-0.984808,0,1,0,6,18,1255,0,1427,1,546,2,111,738,12,55
1574,1574,10.0,14.0,0.0,75.0,61.0,57.0,53.0,29.7,29.72,29.72,-0.173648,-0.984808,0,1,0,5,15,1801,1,2110,1,1999,2,140,1085,18,1
1575,1575,10.0,10.0,0.0,56.0,78.0,67.0,61.0,29.96,29.99,29.98,-0.866025,0.5,1,0,0,8,10,818,0,1011,1,4099,2,152,872,8,18
1576,1576,10.0,9.0,0.0,66.0,70.0,63.0,58.0,30.03,30.05,30.05,-0.766044,-0.642788,1,0,0,8,5,2242,1,157,1,915,2,350,2586,22,42
1577,1577,10.0,21.0,0.0,76.0,38.0,35.0,31.0,30.0,30.02,30.02,-0.34202,0.939693,1,0,0,3,7,1524,0,1643,0,4223,2,119,725,15,24
1578,1578,8.0,21.0,0.05,90.0,54.0,52.0,51.0,29.92,29.94,29.94,-0.5,0.866025,0,1,0,12,23,1420,1,1719,0,1493,2,330,2454,14,20
1579,1579,10.0,15.0,0.0,57.0,83.0,72.0,66.0,29.83,29.85,29.85,-0.766044,-0.642788,1,0,0,6,26,1401,1,1553,0,4687,2,91,569,14,1
1580,1580,10.0,9.0,0.0,90.0,73.0,71.0,70.0,30.18,30.2,30.2,1.22e-16,-1.0,1,0,0,7,2,2248,0,18,1,2002,2,53,301,22,48
1581,1581,10.0,14.0,0.0,60.0,41.0,36.0,28.0,30.23,30.25,30.25,-0.866025,-0.5,0,1,0,12,28,934,1,1157,1,3941,2,102,660,9,34
1582,1582,4.0,5.0,0.0,79.0,72.0,68.0,65.0,30.1,30.12,30.12,-1.0,-1.84e-16,1,0,0,8,20,706,1,851,0,441,2,269,2133,7,6
1583,1583,10.0,10.0,0.0,39.0,65.0,52.0,39.0,29.96,29.99,29.98,-0.34202,0.939693,0,1,0,9,23,1701,0,1811,0,408,2,49,273,17,1
1584,1584,10.0,9.0,0.0,51.0,41.0,35.0,24.0,30.08,30.11,30.1,-0.5,0.866025,1,0,0,1,17,2035,1,2203,1,4131,2,65,277,20,35
1585,1585,10.0,3.0,0.0,51.0,59.0,50.0,41.0,30.28,30.3,30.3,-2.45e-16,1.0,1,0,0,10,8,2011,0,2111,0,418,2,34,187,20,11
1586,1586,10.0,15.0,0.0,60.0,42.0,37.0,29.0,30.12,30.14,30.14,-0.766044,0.642788,1,0,0,10,25,807,0,1053,0,1167,2,145,1005,8,7
1587,1587,10.0,10.0,0.0,73.0,67.0,62.0,58.0,29.99,30.01,30.01,-2.45e-16,1.0,0,1,0,7,26,658,0,953,0,763,2,326,2475,6,58
1588,1588,10.0,3.0,0.0,57.0,53.0,46.0,38.0,30.24,30.26,30.26,0.766044,-0.642788,0,1,0,4,28,2105,1,3,1,1069,2,212,1521,21,5
1589,1589,10.0,10.0,0.0,60.0,43.0,38.0,30.0,29.88,29.9,29.9,-0.984808,0.173648,1,0,0,3,13,837,0,1042,1,4521,2,87,431,8,37
1590,1590,10.0,24.0,0.0,49.0,43.0,36.0,25.0,29.79,29.81,29.81,-0.766044,0.642788,1,0,0,2,24,1758,0,1952,1,4484,2,125,764,17,58
1591,1591,10.0,13.0,0.0,70.0,63.0,57.0,53.0,29.92,29.94,29.94,-0.939693,0.34202,1,0,0,10,7,2041,1,2138,0,2314,2,38,187,20,41
1592,1592,9.0,9.0,0.0,93.0,38.0,37.0,36.0,29.89,29.91,29.91,0.642788,0.766044,0,1,0,2,23,2040,1,2245,1,3525,2,121,740,20,40
1593,1593,10.0,21.0,0.0,41.0,62.0,50.0,38.0,29.61,29.63,29.63,-0.866025,-0.5,0,1,0,4,1,1438,0,1641,0,1445,2,101,544,14,38
1594,1594,10.0,16.0,0.0,36.0,39.0,31.0,14.0,29.78,29.8,29.8,-0.866025,0.5,1,0,0,3,22,1207,0,1313,0,3267,2,46,266,12,7
1595,1595,10.0,22.0,0.0,36.0,69.0,54.0,41.0,29.68,29.7,29.7,-0.939693,-0.34202,0,1,0,5,12,1345,0,1634,0,117,2,311,2475,13,45
1596,1596,10.0,7.0,0.0,57.0,39.0,34.0,25.0,29.75,29.77,29.77,0.642788,-0.766044,0,1,0,2,13,1616,0,1803,0,4092,2,84,533,16,16
1597,1597,10.0,13.0,0.0,61.0,65.0,57.0,51.0,30.02,30.04,30.04,-0.5,0.866025,1,0,0,8,5,657,0,953,0,2003,2,144,1096,6,57
1598,1598,10.0,18.0,0.0,39.0,49.0,39.0,25.0,30.02,30.04,30.04,-0.939693,0.34202,0,1,0,11,8,1452,0,1730,0,2347,2,116,762,14,52
1599,1599,5.0,6.0,0.0,90.0,73.0,71.0,70.0,29.79,29.81,29.81,-0.173648,-0.984808,0,1,0,6,27,632,0,739,0,4241,2,42,199,6,32
1600,1600,10.0,18.0,0.0,35.0,32.0,25.0,7.0,29.94,29.96,29.96,-0.984808,-0.173648,0,1,0,2,4,1311,1,1623,1,85,2,170,1069,13,11
1601,1601,10.0,0.0,0.0,61.0,66.0,58.0,52.0,29.77,29.79,29.79,0.0,1.0,1,0,0,5,16,720,0,947,0,243,2,126,937,7,20
1602,1602,10.0,11.0,0.0,72.0,81.0,74.0,71.0,29.8,29.82,29.82,-0.866025,-0.5,0,1,0,7,20,657,0,939,0,763,2,297,2475,6,57
1603,1603,10.0,23.0,0.0,76.0,71.0,66.0,63.0,29.85,29.88,29.87,1.22e-16,-1.0,1,0,0,5,23,1256,0,1603,1,522,2,119,733,12,56
1604,1604,8.0,3.0,0.0,87.0,65.0,63.0,61.0,29.87,29.89,29.89,-0.173648,-0.984808,1,0,0,5,21,2056,0,2314,1,4573,2,79,502,20,56
1605,1605,10.0,16.0,0.0,36.0,93.0,73.0,62.0,30.12,30.14,30.14,-2.45e-16,1.0,0,1,0,7,16,1527,1,1803,1,206,2,197,1400,15,27
1606,1606,3.0,5.0,0.21,90.0,57.0,55.0,54.0,30.18,30.2,30.2,0.939693,0.34202,0,1,0,5,28,1500,1,1646,1,4105,2,46,228,15,0
1607,1607,10.0,15.0,0.0,66.0,72.0,65.0,60.0,30.16,30.18,30.18,1.22e-16,-1.0,0,1,0,6,22,1703,1,1822,1,1238,2,106,725,17,3
1608,1608,10.0,11.0,0.0,31.0,63.0,49.0,32.0,29.63,29.65,29.65,-0.939693,-0.34202,1,0,0,11,18,1623,0,1931,0,1373,2,147,1089,16,23
1609,1609,10.0,16.0,0.0,48.0,36.0,30.0,18.0,29.81,29.83,29.83,-0.173648,0.984808,0,1,0,2,16,1931,0,2118,0,3899,2,72,425,19,31
1610,1610,10.0,13.0,0.0,64.0,73.0,65.0,60.0,30.03,30.06,30.05,-0.34202,-0.939693,0,1,0,8,11,1933,1,2201,1,884,2,224,1620,19,33
1611,1611,10.0,7.0,0.0,75.0,32.0,29.0,25.0,29.66,29.68,29.68,1.22e-16,-1.0,1,0,0,3,21,1910,1,2039,0,1129,2,56,335,19,10
1612,1612,10.0,6.0,0.0,81.0,59.0,56.0,53.0,30.09,30.11,30.11,0.984808,0.173648,1,0,0,9,26,2139,1,15,0,1371,2,134,1076,21,39
1613,1613,10.0,8.0,0.0,45.0,86.0,70.0,62.0,29.75,29.77,29.77,-0.866025,0.5,1,0,0,7,24,1540,0,1800,1,2793,2,78,483,15,40
1614,1614,10.0,6.0,0.0,64.0,70.0,62.0,57.0,29.98,30.0,30.0,-0.866025,-0.5,1,0,0,5,10,929,0,1111,0,4608,2,71,419,9,29
1615,1615,10.0,7.0,0.0,57.0,74.0,64.0,58.0,30.13,30.15,30.15,0.984808,-0.173648,0,1,0,8,18,1659,0,1930,0,1163,2,301,2475,16,59
1616,1616,10.0,10.0,0.0,68.0,68.0,62.0,57.0,30.06,30.08,30.08,-0.173648,-0.984808,1,0,0,10,3,1903,0,2153,0,1691,2,181,1372,19,3
1617,1617,2.5,13.0,0.42,97.0,63.0,62.0,62.0,29.74,29.76,29.76,0.642788,0.766044,0,1,0,6,7,1649,1,1835,1,262,2,213,1605,16,49
1618,1618,10.0,11.0,0.0,73.0,39.0,36.0,31.0,29.99,30.01,30.01,1.22e-16,-1.0,1,0,0,2,14,1952,0,2106,0,695,2,111,733,19,52
1619,1619,10.0,9.0,0.0,52.0,79.0,67.0,60.0,29.93,29.96,29.95,-1.0,-1.84e-16,1,0,0,10,2,1937,0,2243,0,161,2,341,2521,19,37
1620,1620,10.0,15.0,0.0,47.0,56.0,47.0,36.0,30.03,30.05,30.05,-0.173648,-0.984808,0,1,0,5,14,1731,0,1841,0,1307,2,51,228,17,31
1621,1621,2.5,13.0,0.01,89.0,34.0,33.0,31.0,30.13,30.15,30.15,-0.34202,0.939693,1,0,0,11,12,1039,1,1236,1,325,2,115,733,10,39
1622,1622,10.0,17.0,0.0,37.0,34.0,27.0,10.0,30.14,30.16,30.16,-0.984808,0.173648,1,0,0,4,3,654,0,923,0,1547,2,120,762,6,54
1623,1623,10.0,8.0,0.0,79.0,67.0,63.0,60.0,30.11,30.13,30.13,-0.939693,-0.34202,0,1,0,8,19,618,0,727,0,6177,2,41,212,6,18
1624,1624,10.0,11.0,0.0,42.0,79.0,64.0,54.0,30.1,30.12,30.12,1.22e-16,-1.0,1,0,0,8,6,1434,1,1638,1,673,2,101,746,14,34
1625,1625,8.0,17.0,0.02,92.0,42.0,41.0,40.0,29.76,29.78,29.78,0.173648,-0.984808,0,1,0,2,19,1657,1,1832,1,1790,2,40,187,16,57
1626,1626,10.0,18.0,0.0,43.0,33.0,27.0,13.0,30.14,30.17,30.16,-0.984808,0.173648,1,0,0,12,13,1258,0,1433,0,1051,2,132,733,12,58
1627,1627,10.0,11.0,0.0,53.0,67.0,57.0,49.0,30.36,30.38,30.38,0.642788,0.766044,1,0,0,10,13,1221,1,1316,1,3330,2,97,711,12,21
1628,1628,10.0,7.0,0.0,48.0,76.0,64.0,55.0,30.16,30.18,30.18,-0.642788,-0.766044,1,0,0,8,16,1004,0,1114,0,775,2,111,719,10,4
1629,1629,10.0,18.0,0.0,73.0,41.0,38.0,33.0,30.13,30.16,30.15,-0.173648,-0.984808,0,1,0,4,4,2102,1,40,1,29,2,361,2586,21,2
1630,1630,10.0,11.0,0.0,49.0,17.0,13.0,1.0,30.39,30.41,30.41,-0.642788,0.766044,0,0,1,1,25,904,0,1402,0,1519,2,205,1634,9,4
1631,1631,10.0,7.0,0.01,86.0,52.0,50.0,48.0,30.19,30.21,30.21,-0.5,-0.866025,0,1,0,11,22,952,0,1153,1,673,2,129,733,9,52
1632,1632,9.0,3.0,0.0,91.0,74.0,72.0,71.0,29.83,29.86,29.85,-0.34202,-0.939693,0,1,0,9,1,640,1,820,1,4334,2,71,463,6,40
1633,1633,10.0,14.0,0.0,48.0,74.0,62.0,53.0,30.06,30.08,30.08,-0.34202,-0.939693,0,1,0,8,15,1609,1,1906,1,2459,2,142,944,16,9
1634,1634,10.0,14.0,0.0,35.0,69.0,54.0,40.0,30.17,30.19,30.19,0.642788,-0.766044,1,0,0,6,5,1210,0,1357,0,1177,2,213,1605,12,10
1635,1635,10.0,8.0,0.0,50.0,63.0,53.0,44.0,30.19,30.21,30.21,0.642788,0.766044,1,0,0,6,5,749,0,945,0,1101,2,83,544,7,49
1636,1636,10.0,7.0,0.0,72.0,52.0,48.0,43.0,30.23,30.25,30.25,-0.34202,-0.939693,1,0,0,4,17,1907,0,2233,1,148,2,354,2425,19,7
1637,1637,10.0,7.0,0.0,50.0,34.0,28.0,17.0,30.29,30.32,30.31,-0.984808,-0.173648,1,0,0,12,13,2245,1,2324,1,522,2,23,116,22,45
1638,1638,10.0,9.0,0.0,82.0,37.0,35.0,32.0,30.24,30.26,30.26,-0.173648,0.984808,1,0,0,12,7,740,1,1049,1,1456,2,226,1416,7,40
1639,1639,10.0,7.0,0.0,64.0,31.0,27.0,20.0,30.32,30.35,30.34,-0.866025,-0.5,1,0,0,12,14,3,1,459,1,839,2,196,1576,0,3
1640,1640,10.0,7.0,0.0,52.0,51.0,43.0,34.0,30.19,30.21,30.21,-0.34202,-0.939693,0,1,0,11,15,1326,0,1553,1,4395,2,109,645,13,26
1641,1641,10.0,13.0,0.0,68.0,46.0,42.0,36.0,29.93,29.95,29.95,-0.984808,0.173648,1,0,0,12,30,1001,0,1225,0,4567,2,187,1092,10,1
1642,1642,10.0,8.0,0.0,61.0,45.0,40.0,32.0,30.64,30.66,30.66,0.939693,0.34202,1,0,0,11,5,856,0,1207,0,422,2,349,2475,8,56
1643,1643,10.0,9.0,0.0,36.0,48.0,38.0,22.0,30.2,30.22,30.22,-0.766044,-0.642788,0,1,0,11,9,1336,1,1644,0,1676,2,227,1504,13,36
1644,1644,10.0,8.0,0.0,82.0,72.0,68.0,66.0,30.01,30.04,30.03,0.34202,-0.939693,1,0,0,8,29,1915,1,2108,0,3525,2,105,740,19,15
1645,1645,10.0,13.0,0.0,34.0,36.0,28.0,10.0,30.21,30.23,30.23,-0.766044,0.642788,1,0,0,3,17,1914,1,2232,1,1152,2,354,2434,19,14
1646,1646,10.0,9.0,0.0,63.0,83.0,74.0,69.0,30.01,30.03,30.03,-1.0,-1.84e-16,1,0,0,7,8,957,0,1421,0,51,2,601,4983,9,57
1647,1647,10.0,10.0,0.0,69.0,79.0,72.0,68.0,29.96,29.99,29.98,0.173648,-0.984808,0,1,0,8,12,1544,0,1749,0,4352,2,97,569,15,44
1648,1648,10.0,11.0,0.0,19.0,83.0,58.0,36.0,29.91,29.93,29.93,-0.984808,0.173648,0,1,0,4,9,1516,1,1805,1,1695,2,200,1400,15,16
1649,1649,10.0,18.0,0.0,56.0,31.0,26.0,17.0,30.22,30.25,30.24,-0.866025,-0.5,0,1,0,12,11,1837,0,2006,0,2202,2,69,301,18,37
1650,1650,10.0,32.0,0.0,68.0,38.0,34.0,28.0,29.89,29.91,29.91,0.34202,0.939693,1,0,0,3,6,2145,0,14,0,35,2,127,1028,21,45
1651,1651,10.0,24.0,0.0,42.0,76.0,62.0,51.0,29.78,29.8,29.8,-0.766044,0.642788,1,0,0,6,12,1335,0,1636,0,1073,2,143,1096,13,35
1652,1652,10.0,18.0,0.0,29.0,56.0,43.0,24.0,30.02,30.04,30.04,-0.984808,0.173648,0,1,0,5,13,1341,1,1603,0,753,2,182,1389,13,41
1653,1653,10.0,25.0,0.0,39.0,75.0,60.0,48.0,29.85,29.87,29.87,-0.766044,0.642788,1,0,0,8,14,1542,1,1908,1,2280,2,160,1069,15,42
1654,1654,10.0,17.0,0.0,65.0,66.0,59.0,54.0,29.57,29.59,29.59,-0.766044,-0.642788,0,1,0,11,1,1527,0,1642,0,292,2,111,711,15,27
1655,1655,10.0,10.0,0.0,36.0,32.0,25.0,8.0,30.48,30.5,30.5,-1.0,-1.84e-16,1,0,0,11,25,1116,1,1441,1,179,2,361,2586,11,16
1656,1656,10.0,11.0,0.0,53.0,43.0,37.0,27.0,30.11,30.13,30.13,-0.642788,0.766044,0,1,0,3,29,558,0,839,0,1431,2,199,1372,5,58
1657,1657,10.0,13.0,0.0,77.0,47.0,44.0,40.0,30.02,30.04,30.04,0.984808,0.173648,1,0,0,4,11,2022,1,2208,1,4555,2,76,479,20,22
1658,1658,10.0,8.0,0.0,45.0,32.0,26.0,13.0,30.07,30.09,30.09,-0.939693,-0.34202,0,1,0,1,3,1607,1,1824,1,4352,2,118,569,16,7
1659,1659,10.0,10.0,0.0,43.0,31.0,25.0,11.0,29.97,29.99,29.99,-0.984808,0.173648,0,1,0,3,15,642,0,822,0,1281,2,75,529,6,42
1660,1660,5.0,14.0,0.03,90.0,61.0,59.0,58.0,29.83,29.85,29.85,-0.34202,-0.939693,0,1,0,5,11,802,0,1042,0,2395,2,140,1035,8,2
1661,1661,10.0,3.0,0.0,81.0,71.0,67.0,65.0,29.83,29.86,29.85,-0.984808,0.173648,0,0,1,6,3,2158,1,2309,1,5038,2,115,866,21,58
1662,1662,10.0,14.0,0.0,42.0,31.0,25.0,10.0,30.39,30.41,30.41,0.866025,0.5,1,0,0,3,18,835,1,1019,1,4548,2,76,416,8,35
1663,1663,2.0,16.0,0.0,96.0,46.0,46.0,45.0,29.84,29.86,29.86,-0.173648,-0.984808,0,1,0,1,30,1057,0,1354,0,2044,2,157,1096,10,57
1664,1664,10.0,3.0,0.0,39.0,38.0,30.0,15.0,30.37,30.39,30.39,-0.939693,0.34202,1,0,0,4,4,845,0,1009,0,3314,2,50,187,8,45
1665,1665,8.0,13.0,0.0,81.0,68.0,64.0,62.0,29.85,29.87,29.87,-0.34202,-0.939693,0,1,0,5,21,1851,1,2059,1,3542,2,156,1029,18,51
1666,1666,10.0,17.0,0.0,63.0,40.0,35.0,28.0,30.14,30.16,30.16,-0.173648,0.984808,1,0,0,3,8,2144,1,2314,1,4626,2,70,479,21,44
1667,1667,10.0,7.0,0.0,87.0,58.0,56.0,54.0,29.92,29.94,29.94,-0.5,-0.866025,1,0,0,5,9,2055,1,36,1,1071,2,204,1585,20,55
1668,1668,10.0,14.0,0.0,75.0,61.0,57.0,53.0,29.7,29.72,29.72,-0.173648,-0.984808,0,1,0,5,15,1821,0,2132,1,1587,2,149,1068,18,21
1669,1669,10.0,21.0,0.0,28.0,40.0,30.0,9.0,29.85,29.87,29.87,-0.866025,0.5,0,1,0,3,14,1532,0,1641,0,3815,2,110,748,15,32
1670,1670,10.0,9.0,0.0,62.0,36.0,32.0,24.0,30.58,30.6,30.6,0.984808,0.173648,0,1,0,11,30,1659,0,1847,0,3530,2,85,502,16,59
1671,1671,5.0,14.0,0.03,90.0,61.0,59.0,58.0,29.83,29.85,29.85,-0.34202,-0.939693,0,1,0,5,11,851,0,1016,0,3465,2,43,187,8,51
1672,1672,10.0,7.0,0.0,47.0,80.0,66.0,58.0,30.01,30.03,30.03,0.173648,0.984808,1,0,0,7,26,1249,0,1443,1,3388,2,69,479,12,49
1673,1673,10.0,14.0,0.0,47.0,66.0,55.0,45.0,29.84,29.86,29.86,-0.866025,0.5,1,0,0,8,14,859,0,1313,1,1216,2,203,1608,8,59
1674,1674,10.0,13.0,0.0,90.0,57.0,55.0,54.0,30.15,30.17,30.17,-0.34202,-0.939693,0,1,0,11,6,2123,0,13,0,1371,2,148,1076,21,23
1675,1675,0.75,7.0,0.01,100.0,56.0,56.0,56.0,29.37,29.4,29.39,-0.173648,-0.984808,0,1,0,11,27,832,1,1039,0,509,2,224,1620,8,32
1676,1676,6.0,6.0,0.0,84.0,66.0,63.0,61.0,30.1,30.12,30.12,-0.34202,-0.939693,1,0,0,5,20,1023,0,1312,0,19,2,312,2475,10,23
1677,1677,5.0,6.0,0.0,90.0,73.0,71.0,70.0,29.79,29.81,29.81,-0.173648,-0.984808,0,1,0,6,27,648,1,908,0,15,2,271,2153,6,48
1678,1678,10.0,10.0,0.0,74.0,82.0,76.0,73.0,30.22,30.24,30.24,0.939693,-0.34202,0,1,0,7,13,1420,1,1604,1,4552,2,73,445,14,20
1679,1679,10.0,13.0,0.0,73.0,36.0,33.0,28.0,30.13,30.15,30.15,-0.5,0.866025,1,0,0,11,12,1116,1,1403,0,1143,2,150,1023,11,16
1680,1680,10.0,16.0,0.0,33.0,45.0,35.0,17.0,29.8,29.82,29.82,-0.866025,-0.5,0,1,0,3,20,1400,1,1619,0,2247,2,117,762,14,0
1681,1681,10.0,18.0,0.0,89.0,44.0,43.0,41.0,29.67,29.69,29.69,-0.984808,-0.173648,0,1,0,2,19,2135,1,2245,1,3395,2,46,213,21,35
