year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,3,14,715,0,1042,-3,AA,N631AA,443,JFK,MIA,162,1089,7,15
2013,10,14,1718,23,1824,4,WN,N482WN,2988,LGA,MDW,107,725,17,18
2013,9,13,1105,160,1254,145,US,N171US,1831,JFK,CLT,83,541,11,5
2013,3,25,1925,-4,2243,-4,DL,N361NB,1433,LGA,RSW,168,1080,19,25
2013,7,25,1928,-4,2221,-7,B6,N597JB,225,JFK,TPA,143,1005,19,28
2013,7,29,1550,-10,1718,0,US,N951UW,2134,LGA,BOS,31,184,15,50
2013,11,2,1052,-8,1213,-1,US,N952UW,2177,LGA,DCA,50,214,10,52
2013,3,26,1633,-2,1846,-15,US,N653AW,656,EWR,PHX,291,2133,16,33
2013,11,16,1040,-6,1209,-18,EV,N21129,4662,EWR,RDU,65,416,10,40
2013,1,17,1753,18,1946,24,B6,N284JB,1111,JFK,RDU,87,427,17,53
2013,5,24,1113,13,1313,10,EV,N615QX,5596,LGA,MEM,134,963,11,13
2013,3,15,910,0,1148,-25,DL,N331NW,1885,LGA,MCO,131,950,9,10
2013,5,9,1655,26,1936,-12,UA,N575UA,378,EWR,SFO,321,2565,16,55
2013,4,8,1709,8,1947,-23,UA,N77261,1633,EWR,MIA,144,1085,17,9
2013,2,13,1235,-10,1351,-15,EV,N14116,3263,EWR,RIC,57,277,12,35
2013,7,13,1822,97,1924,68,9E,N8751D,4013,JFK,PHL,27,94,18,22
2013,4,16,1251,1,1529,-6,WN,N270WN,1791,EWR,HOU,203,1411,12,51
2013,5,17,1954,174,2233,142,DL,N325NB,706,JFK,AUS,203,1521,19,54
2013,6,15,1816,-4,2022,-27,DL,N342NB,926,EWR,ATL,100,746,18,16
2013,3,17,1522,-8,1714,-11,AA,N573AA,2223,LGA,STL,144,888,15,22
2013,3,12,624,-6,752,-18,EV,N25134,4118,EWR,RDU,71,416,6,24
2013,9,12,1300,0,1655,65,AA,N3HXAA,1145,LGA,DFW,180,1389,13,0
2013,5,19,746,-14,1044,-22,B6,N505JB,553,EWR,RSW,145,1068,7,46
2013,8,10,1732,32,1935,15,9E,N918XJ,3448,JFK,CVG,90,589,17,32
2013,12,30,648,-7,1003,-8,DL,N969DL,1879,LGA,FLL,157,1076,6,48
2013,3,10,1600,5,1856,-5,DL,N3762Y,91,JFK,LAS,313,2248,16,0
2013,12,14,909,9,1212,44,FL,N996AT,348,LGA,ATL,129,762,9,9
2013,7,26,2015,45,2326,47,DL,N317US,1854,LGA,FLL,138,1076,20,15
2013,9,21,1625,10,1908,-7,AA,N3BMAA,65,JFK,DFW,200,1391,16,25
2013,4,1,724,-6,1052,-18,VX,N843VA,11,JFK,SFO,376,2586,7,24
2013,10,19,1844,-6,2148,-12,AA,N3FKAA,119,EWR,LAX,324,2454,18,44
2013,8,8,1537,17,1936,102,UA,N573UA,646,EWR,IAH,205,1400,15,37
2013,6,14,1918,-2,2219,21,UA,N36447,1182,EWR,LAS,305,2227,19,18
2013,6,4,1458,-7,1642,12,MQ,N510MQ,3823,JFK,DCA,54,213,14,58
2013,6,20,1651,-4,1925,-25,AA,N502AA,1507,EWR,DFW,181,1372,16,51
2013,6,11,655,-5,1016,10,DL,N908DE,2003,LGA,MIA,172,1096,6,55
2013,8,17,728,-7,936,-29,AA,N3JVAA,1949,JFK,LAS,284,2248,7,28
2013,10,21,1111,-4,1249,-11,EV,N611QX,5273,LGA,PIT,56,335,11,11
2013,6,12,2109,24,2252,-16,9E,N920XJ,3433,JFK,CVG,85,589,21,9
2013,1,16,2150,130,2317,131,9E,N8943A,4091,JFK,BWI,43,184,21,50
2013,7,2,910,-5,1127,-14,EV,N614QX,5109,LGA,CHS,117,641,9,10
2013,2,18,2149,-10,2244,-32,DL,N360NW,2282,LGA,PWM,39,269,21,49
2013,3,15,1635,30,1808,18,EV,N760EV,5486,LGA,PIT,57,335,16,35
2013,4,4,1315,25,1627,39,B6,N580JB,85,JFK,FLL,167,1069,13,15
2013,1,17,1058,-2,1245,-15,WN,N431WN,1873,LGA,STL,146,888,10,58
2013,11,28,1834,64,2144,58,B6,N625JB,359,JFK,BUR,354,2465,18,34
2013,9,13,1936,-4,2335,43,B6,N766JB,161,JFK,SMF,316,2521,19,36
2013,3,18,1019,-1,1433,63,AA,N3DDAA,731,LGA,DFW,218,1389,10,19
2013,5,30,623,-7,758,-13,EV,N11536,4334,EWR,CMH,68,463,6,23
2013,10,20,1704,4,1958,-12,UA,N574UA,617,EWR,SFO,335,2565,17,4
2013,11,16,726,-4,1159,-21,B6,N651JB,1289,EWR,SJU,192,1608,7,26
2013,10,7,1532,212,1802,285,US,N740UW,2179,LGA,DCA,53,214,15,32
2013,11,5,1508,248,1843,276,DL,N3737C,1275,JFK,SLC,293,1990,15,8
2013,5,29,1437,-3,1700,15,DL,N969DL,1819,LGA,MSP,180,1020,14,37
2013,10,17,625,-5,905,-9,B6,N535JB,1099,LGA,MCO,133,950,6,25
2013,12,12,820,-9,1107,12,EV,N14171,4419,EWR,XNA,176,1131,8,20
2013,11,25,1153,-1,1423,14,EV,N14977,4567,EWR,MCI,187,1092,11,53
2013,10,23,1118,-10,1204,-26,B6,N239JB,2380,EWR,BOS,34,200,11,18
2013,12,27,2049,58,2341,42,UA,N33714,1611,EWR,IAH,213,1400,20,49
2013,2,3,613,14,1008,38,UA,N502UA,691,JFK,SFO,367,2586,6,13
2013,9,27,1410,-7,1648,2,UA,N804UA,587,EWR,LAS,304,2227,14,10
2013,5,9,1505,80,1618,73,WN,N944WN,2226,LGA,MDW,105,725,15,5
2013,6,6,1109,-2,1341,-8,UA,N56859,1166,EWR,IAH,193,1400,11,9
2013,6,25,1842,12,2009,-6,AA,N4YPAA,2019,LGA,STL,123,888,18,42
2013,12,5,1444,-1,1800,-9,UA,N595UA,841,JFK,LAX,352,2475,14,44
2013,5,21,1727,7,1941,-40,UA,N37434,1731,EWR,LAS,292,2227,17,27
2013,6,17,1055,-5,1335,-24,DL,N941DL,2445,LGA,MCO,136,950,10,55
2013,12,7,1519,4,1835,1,DL,N709TW,419,JFK,SEA,342,2422,15,19
2013,1,16,1653,-7,1818,-22,MQ,N630MQ,4323,JFK,ORF,63,290,16,53
2013,12,17,624,-1,744,9,B6,N247JB,2180,EWR,BOS,34,200,6,24
2013,10,8,706,-4,1019,19,AA,N5BYAA,2493,JFK,MCO,153,944,7,6
2013,8,1,1124,-1,1414,0,UA,N589UA,703,JFK,LAX,325,2475,11,24
2013,12,21,1953,24,2218,-17,DL,N900DE,1485,LGA,MCO,128,950,19,53
2013,9,10,1449,4,1630,4,9E,N937XJ,3318,JFK,BUF,57,301,14,49
2013,12,19,1206,36,1414,32,DL,N995DL,2219,LGA,MSP,156,1020,12,6
2013,12,13,1822,-7,1955,-18,EV,N615QX,5274,LGA,BNA,116,764,18,22
2013,7,25,658,-2,1012,3,DL,N905DE,1879,LGA,FLL,154,1076,6,58
2013,10,13,1551,-9,1655,-20,US,N959UW,2154,LGA,BOS,35,184,15,51
2013,5,10,928,-1,1220,-21,B6,N793JB,679,JFK,LAX,317,2475,9,28
2013,12,16,2016,107,2208,84,EV,N712EV,5268,LGA,CLT,87,544,20,16
2013,7,6,1709,-1,1940,-35,AA,N327AA,181,JFK,LAX,311,2475,17,9
2013,1,10,557,-3,933,8,UA,N518UA,303,JFK,SFO,371,2586,5,57
2013,5,29,831,-9,940,-32,9E,N910XJ,3300,JFK,DCA,40,213,8,31
2013,3,25,827,23,1026,0,EV,N11150,4157,EWR,OMA,152,1134,8,27
2013,8,13,613,-7,759,-18,EV,N760EV,4963,EWR,MSP,147,1008,6,13
2013,6,29,1002,-3,1117,-3,MQ,N519MQ,3611,EWR,ORD,103,719,10,2
2013,6,8,953,-7,1217,-3,MQ,N517MQ,4654,LGA,ATL,116,762,9,53
2013,7,23,1202,29,1508,17,UA,N39461,1677,EWR,SFO,327,2565,12,2
2013,12,10,1806,2,2148,23,UA,N37470,1022,EWR,LAX,364,2454,18,6
2013,1,10,1300,0,1453,-13,9E,N8965E,3762,EWR,CVG,95,569,13,0
2013,6,23,1954,-6,2157,30,9E,N8800G,4287,JFK,BWI,36,184,19,54
2013,5,31,2107,-10,2334,-17,B6,N665JB,97,JFK,DEN,231,1626,21,7
2013,6,5,1020,-5,1232,10,US,N655AW,604,EWR,PHX,289,2133,10,20
2013,10,30,1416,136,1542,150,DL,N3760C,2451,JFK,BOS,60,187,14,16
2013,5,6,1146,-5,1419,5,FL,N938AT,347,LGA,ATL,110,762,11,46
2013,3,24,1636,-4,1933,-22,AA,N4XLAA,773,LGA,DFW,216,1389,16,36
2013,5,18,955,-4,1136,-24,US,N760US,1277,LGA,CLT,77,544,9,55
2013,5,10,1730,1,2042,-28,VX,N855VA,193,EWR,SFO,342,2565,17,30
2013,9,1,2013,73,2219,49,DL,N903DE,947,LGA,ATL,105,762,20,13
2013,10,14,844,-1,1018,-12,EV,N758EV,5288,LGA,BUF,59,292,8,44
2013,8,25,1644,71,1932,47,UA,N87531,1556,EWR,SFO,326,2565,16,44
2013,9,22,2020,-5,3,13,B6,N643JB,915,JFK,SFO,358,2586,20,20
2013,6,16,2014,-2,9,10,B6,N760JB,649,JFK,SFO,362,2586,20,14
2013,10,7,1636,6,2020,40,AA,N319AA,181,JFK,LAX,329,2475,16,36
2013,5,26,1149,-11,1304,-10,US,N954UW,2173,LGA,DCA,43,214,11,49
2013,4,10,938,38,1245,20,AA,N328AA,1,JFK,LAX,342,2475,9,38
2013,5,13,1611,-4,1828,-12,MQ,N521MQ,4657,LGA,ATL,106,762,16,11
2013,12,4,1513,-7,1744,-6,MQ,N0EGMQ,3553,LGA,XNA,174,1147,15,13
2013,6,30,804,4,910,1,B6,N258JB,1491,JFK,ACK,44,199,8,4
2013,3,7,1832,3,2110,-4,UA,N26123,1729,EWR,LAS,314,2227,18,32
2013,5,10,2002,62,2135,64,EV,N17984,4191,EWR,BNA,118,748,20,2
2013,4,16,1313,-2,1606,-6,B6,N784JB,431,LGA,SRQ,148,1047,13,13
2013,11,20,1110,-4,1338,-9,UA,N469UA,405,LGA,DEN,223,1620,11,10
2013,2,6,1827,-3,2021,6,MQ,N505MQ,4674,LGA,CLE,73,419,18,27
2013,7,21,1909,14,2313,58,VX,N626VA,29,JFK,SFO,343,2586,19,9
2013,4,23,1657,-3,2019,-6,AA,N320AA,181,JFK,LAX,352,2475,16,57
2013,4,26,1403,53,1634,40,UA,N41135,1641,EWR,MCO,130,937,14,3
2013,2,12,1909,-6,2043,-28,9E,N932XJ,3525,JFK,ORD,123,740,19,9
2013,5,23,1829,-6,2229,16,B6,N524JB,173,JFK,SJC,359,2569,18,29
2013,7,5,1718,-12,1910,-26,DL,N946DL,2331,LGA,DTW,81,502,17,18
2013,8,11,858,-2,1240,44,DL,N705TW,120,JFK,LAX,349,2475,8,58
2013,8,4,1322,-2,1414,-18,US,N951UW,2049,LGA,PHL,30,96,13,22
2013,1,24,849,-6,1049,-12,EV,N12166,4383,EWR,DTW,85,488,8,49
2013,2,7,1130,-5,1308,-22,MQ,N723MQ,4553,LGA,CLE,72,419,11,30
2013,4,12,653,53,849,44,EV,N371CA,5363,LGA,MEM,141,963,6,53
2013,9,20,542,-3,816,-39,AA,N5DDAA,2243,JFK,MIA,133,1089,5,42
2013,3,7,1027,-3,1250,2,DL,N959DN,2343,EWR,ATL,107,746,10,27
2013,3,16,1758,33,1944,49,MQ,N918MQ,4255,JFK,BNA,124,765,17,58
2013,12,5,1948,53,2136,37,US,N194UW,2039,LGA,CLT,88,544,19,48
2013,3,23,33,34,400,22,B6,N806JB,727,JFK,BQN,187,1576,0,33
2013,4,12,856,-4,1028,-10,UA,N431UA,544,LGA,ORD,112,733,8,56
2013,3,28,1009,-6,1304,-16,UA,N566UA,235,LGA,IAH,199,1416,10,9
2013,5,23,1806,51,2211,90,DL,N314NB,1863,JFK,SAT,216,1587,18,6
2013,5,10,1001,1,1334,15,UA,N518UA,642,JFK,SFO,335,2586,10,1
2013,4,29,1602,-8,1743,-17,AA,N553AA,343,LGA,ORD,110,733,16,2
2013,3,22,753,-7,850,-18,US,N959UW,2118,LGA,BOS,36,184,7,53
2013,2,13,1506,11,1836,11,AA,N5FAAA,1769,JFK,MIA,177,1089,15,6
2013,12,19,829,-1,950,-8,9E,N924XJ,2912,JFK,DCA,42,213,8,29
2013,11,21,914,-6,1028,-13,B6,N284JB,586,JFK,ROC,52,264,9,14
2013,4,12,1936,11,2128,6,9E,N929XJ,3525,JFK,ORD,120,740,19,36
2013,8,1,1335,5,1646,21,B6,N585JB,505,EWR,FLL,165,1065,13,35
2013,5,31,1526,-4,1817,-14,DL,N375NC,1935,LGA,TPA,137,1010,15,26
2013,10,28,1445,95,1633,67,EV,N153PQ,5283,LGA,CVG,87,585,14,45
2013,8,26,1820,-10,1935,-40,AA,N439AA,2019,LGA,STL,116,888,18,20
2013,5,9,637,-3,831,-20,EV,N34111,4122,EWR,SDF,100,642,6,37
2013,6,23,1916,51,2115,70,MQ,N517MQ,3134,EWR,ORD,103,719,19,16
2013,11,16,2013,-2,2208,13,MQ,N524MQ,3535,JFK,CMH,78,483,20,13
2013,10,4,1747,-8,1914,-16,MQ,N515MQ,3301,LGA,RDU,65,431,17,47
2013,7,23,2237,127,2346,104,9E,N8936A,4079,JFK,BWI,34,184,22,37
2013,7,7,1627,23,1827,39,EV,N738EV,5432,LGA,BNA,110,764,16,27
2013,10,24,756,-1,1011,-13,UA,N821UA,245,EWR,DEN,234,1605,7,56
2013,3,12,1931,30,2230,24,UA,N73291,1637,EWR,TPA,156,997,19,31
2013,3,21,752,-8,928,11,US,N767UW,2165,LGA,DCA,53,214,7,52
2013,10,29,1029,0,1326,1,UA,N54711,1456,LGA,IAH,213,1416,10,29
2013,9,27,657,-3,945,-23,UA,N38459,1299,EWR,RSW,149,1068,6,57
2013,7,10,1913,112,2214,133,UA,N37281,1497,EWR,IAH,188,1400,19,13
2013,6,22,1417,56,1600,35,EV,N17108,4085,EWR,OMA,146,1134,14,17
2013,4,18,1124,69,1540,124,UA,N458UA,596,EWR,SFO,380,2565,11,24
2013,9,1,2057,-3,2335,-38,DL,N187DN,2363,JFK,LAX,308,2475,20,57
2013,11,12,1340,25,1645,-12,US,N658AW,654,JFK,PHX,284,2153,13,40
2013,12,10,657,-3,1026,15,DL,N327NB,1879,LGA,FLL,176,1076,6,57
2013,11,25,1938,-7,2032,-29,9E,N812AY,2951,JFK,PHL,27,94,19,38
2013,1,29,1810,2,2045,-21,UA,N78285,1269,EWR,PBI,136,1023,18,10
2013,12,11,1252,-8,1346,-24,US,N950UW,2148,LGA,BOS,38,184,12,52
2013,7,26,1925,15,2220,-18,DL,N348NB,1091,JFK,SAT,211,1587,19,25
2013,7,29,556,-4,816,-10,DL,N912DE,461,LGA,ATL,112,762,5,56
2013,9,19,1205,0,1354,-24,UA,N34282,1625,EWR,DEN,211,1605,12,5
2013,10,5,1527,-3,1816,-27,UA,N518UA,841,JFK,LAX,323,2475,15,27
2013,7,24,755,0,915,-15,AA,N556AA,309,LGA,ORD,112,733,7,55
2013,4,21,1949,-1,2247,-24,DL,N966DL,1854,LGA,FLL,158,1076,19,49
2013,6,17,1331,30,1438,27,EV,N13538,4129,EWR,DCA,43,199,13,31
2013,11,12,1952,67,2149,83,EV,N716EV,5274,LGA,BNA,106,764,19,52
2013,11,22,534,-6,829,-21,AA,N5BYAA,2243,JFK,MIA,149,1089,5,34
2013,6,10,640,-4,746,-25,UA,N496UA,371,EWR,ORD,108,719,6,40
2013,11,7,2222,32,2326,15,EV,N13964,3846,EWR,ROC,43,246,22,22
2013,2,23,1429,-2,1647,15,EV,N29917,4229,EWR,CHS,110,628,14,29
2013,10,2,629,0,920,-9,AA,N3HSAA,1205,EWR,MIA,141,1085,6,29
2013,12,24,1902,-3,2113,-46,9E,N905XJ,2925,JFK,MSY,169,1182,19,2
2013,8,4,1817,-8,2137,11,DL,N3745B,2370,LGA,PBI,130,1035,18,17
2013,1,17,1835,-5,2037,-12,DL,N353NW,2131,LGA,DTW,92,502,18,35
2013,3,31,1425,-1,1651,-2,DL,N327NW,1705,LGA,MSY,176,1183,14,25
2013,7,5,1415,-5,1551,-29,MQ,N506MQ,3588,LGA,MSP,139,1020,14,15
2013,3,24,1954,74,2119,67,B6,N236JB,130,JFK,BUF,54,301,19,54
2013,8,5,724,-1,835,-10,WN,N270WN,463,EWR,BNA,111,748,7,24
2013,9,23,909,8,1102,-8,EV,N13978,4087,EWR,IND,97,645,9,9
2013,6,7,1832,3,2141,68,US,N508AY,297,JFK,CLT,112,541,18,32
2013,7,23,1406,11,1720,90,MQ,N9EAMQ,3567,LGA,CLT,77,544,14,6
2013,9,26,1506,24,1709,31,EV,N710EV,4949,LGA,GSO,72,461,15,6
2013,3,3,1821,-4,2210,27,UA,N16709,1621,EWR,SNA,360,2434,18,21
2013,1,9,1510,1,1739,-2,EV,N16559,3817,EWR,JAX,129,820,15,10
2013,12,11,1353,-2,1554,4,MQ,N6EAMQ,3340,LGA,DTW,92,502,13,53
2013,5,20,2237,49,36,37,EV,N16559,3834,EWR,SDF,99,642,22,37
2013,3,3,1613,33,1828,8,DL,N366NB,1344,LGA,MCI,158,1107,16,13
2013,1,26,529,-1,808,-21,UA,N444UA,219,LGA,IAH,201,1416,5,29
2013,2,22,2306,16,31,26,B6,N179JB,30,JFK,ROC,56,264,23,6
2013,4,22,1139,64,1248,51,EV,N21154,4240,EWR,BUF,48,282,11,39
2013,4,5,1731,1,1958,-30,UA,N73406,1743,EWR,IAH,177,1400,17,31
2013,12,5,625,0,752,2,WN,N8620H,1360,LGA,MDW,127,725,6,25
2013,7,14,1200,0,1425,-30,DL,N727TW,863,JFK,LAX,292,2475,12,0
2013,7,23,1251,1,1556,9,DL,N375DA,1375,JFK,SLC,276,1990,12,51
2013,3,3,2012,7,2133,24,EV,N13955,4566,EWR,ALB,31,143,20,12
2013,11,11,1256,-4,1604,-27,DL,N717TW,432,JFK,SFO,347,2586,12,56
2013,4,21,1207,-3,1317,-8,WN,N423WN,1575,EWR,MDW,111,711,12,7
2013,7,9,715,-5,854,-28,EV,N11119,4166,EWR,GSP,81,594,7,15
2013,10,20,1554,-6,1901,-4,AA,N3FWAA,1156,LGA,DFW,211,1389,15,54
2013,7,21,1938,123,2318,150,B6,N638JB,263,JFK,SEA,331,2422,19,38
2013,5,20,833,-8,1026,-13,EV,N17138,4175,EWR,AVL,88,583,8,33
2013,6,7,1803,18,2059,16,DL,N916DL,1585,LGA,MCO,140,950,18,3
2013,6,11,1255,-2,1335,-18,EV,N12922,5968,EWR,BDL,22,116,12,55
2013,1,5,1805,-10,1916,-34,9E,N8501F,4277,JFK,ORF,52,290,18,5
2013,9,25,1358,-1,1647,-7,AA,N3CRAA,1151,LGA,DFW,181,1389,13,58
2013,2,14,1750,30,2140,67,DL,N361NW,1779,LGA,FLL,204,1076,17,50
2013,11,22,1913,18,2109,10,US,N191UW,2039,LGA,CLT,85,544,19,13
2013,12,29,1500,10,1825,30,AA,N467AA,320,EWR,DFW,229,1372,15,0
2013,8,19,2012,32,2239,18,EV,N12195,4204,EWR,OKC,178,1325,20,12
2013,1,23,1557,-3,1907,-26,DL,N981DL,161,JFK,MIA,162,1089,15,57
2013,3,13,1553,-7,1651,-48,UA,N803UA,687,LGA,ORD,103,733,15,53
2013,12,12,854,-6,1027,-9,UA,N810UA,685,LGA,ORD,120,733,8,54
2013,6,8,1456,12,1848,4,B6,N516JB,705,JFK,SJU,205,1598,14,56
2013,5,2,1548,19,1744,-9,UA,N76529,1023,EWR,DEN,207,1605,15,48
2013,9,29,705,10,920,0,AA,N5ENAA,1263,JFK,LAS,287,2248,7,5
2013,9,19,715,5,932,-25,UA,N438UA,289,EWR,MCO,120,937,7,15
2013,4,29,1738,68,1934,43,US,N663AW,140,EWR,PHX,266,2133,17,38
2013,4,24,1657,28,1847,39,EV,N12167,4702,EWR,GSO,72,445,16,57
2013,12,3,1430,5,1703,10,FL,N895AT,1070,LGA,ATL,122,762,14,30
2013,4,4,1604,-4,1805,-10,9E,N935XJ,3436,JFK,RDU,81,427,16,4
2013,4,4,1959,34,2152,28,9E,N604LR,3444,JFK,RDU,79,427,19,59
2013,1,2,624,24,908,43,MQ,N513MQ,4650,LGA,ATL,138,762,6,24
2013,9,28,1054,-1,1325,-28,B6,N640JB,1,JFK,FLL,130,1069,10,54
2013,6,23,2108,68,2240,84,US,N722US,2189,LGA,DCA,44,214,21,8
2013,10,13,1947,17,2244,11,UA,N57439,1466,EWR,TPA,131,997,19,47
2013,2,1,1516,1,1811,6,UA,N76055,53,EWR,IAH,211,1400,15,16
2013,9,16,1114,9,1225,10,MQ,N539MQ,3230,JFK,DCA,55,213,11,14
2013,6,3,1543,-2,1844,21,DL,N378DA,2143,JFK,ATL,102,760,15,43
2013,4,19,603,-2,849,-21,AA,N3BHAA,1837,LGA,MIA,142,1096,6,3
2013,12,8,1456,-6,1731,23,EV,N16546,4144,EWR,CHS,105,628,14,56
2013,7,17,755,3,1033,-8,B6,N329JB,163,JFK,SRQ,140,1041,7,55
2013,10,18,1701,1,1945,0,AA,N5CAAA,45,JFK,LAS,311,2248,17,1
2013,3,26,1052,-8,1332,-38,AA,N3GGAA,739,LGA,DFW,198,1389,10,52
2013,9,12,623,-7,801,-4,AA,N522AA,303,LGA,ORD,118,733,6,23
2013,2,21,1721,16,2021,6,B6,N197JB,15,JFK,FLL,153,1069,17,21
2013,12,11,724,14,927,43,EV,N11548,4522,EWR,BNA,144,748,7,24
2013,1,26,1757,-3,2006,-8,DL,N330NW,2019,LGA,MSP,163,1020,17,57
2013,2,27,554,-6,733,-26,DL,N353NW,731,LGA,DTW,78,502,5,54
2013,3,31,652,-8,937,-34,UA,N77295,1525,EWR,RSW,150,1068,6,52
2013,7,18,837,7,939,-11,AA,N3BNAA,1838,JFK,BOS,36,187,8,37
2013,10,26,651,-8,903,-18,UA,N412UA,265,EWR,MSY,163,1167,6,51
2013,8,27,1431,-10,1725,-30,DL,N319US,1779,LGA,FLL,141,1076,14,31
2013,11,20,1239,-11,1338,-22,AA,N3DPAA,178,JFK,BOS,38,187,12,39
2013,12,19,756,-4,1106,-5,B6,N547JB,1511,EWR,RSW,155,1068,7,56
2013,12,3,1804,0,2204,29,UA,N36472,1481,EWR,PHX,327,2133,18,4
2013,1,24,652,-7,922,-16,DL,N667DN,1547,LGA,ATL,110,762,6,52
2013,8,21,1357,3,1500,-10,B6,N192JB,118,JFK,BOS,34,187,13,57
2013,10,6,1149,-10,1242,-17,B6,N228JB,1191,JFK,ACK,35,199,11,49
2013,12,24,1753,-7,1928,-12,MQ,N845MQ,3501,LGA,RDU,80,431,17,53
2013,8,26,621,-9,901,-23,B6,N568JB,929,JFK,RSW,143,1074,6,21
2013,10,12,2236,-9,2339,-14,B6,N351JB,234,JFK,BTV,46,266,22,36
2013,6,14,914,134,1146,126,AA,N483AA,2083,EWR,DFW,173,1372,9,14
2013,6,27,2042,82,2148,61,UA,N77525,1703,EWR,BOS,36,200,20,42
2013,11,1,2056,-3,2215,4,UA,N29717,1066,EWR,BOS,42,200,20,56
2013,4,15,1159,85,1359,76,EV,N16149,4694,EWR,IND,100,645,11,59
2013,9,2,2122,82,9,98,EV,N13949,4152,EWR,ATL,122,746,21,22
2013,7,20,1405,49,1502,36,EV,N14998,3838,EWR,DCA,37,199,14,5
2013,6,25,607,-1,704,-15,B6,N334JB,2180,EWR,BOS,42,200,6,7
2013,6,24,657,-3,941,-6,DL,N921DL,2285,LGA,MCO,131,950,6,57
2013,3,9,1712,4,1959,-11,UA,N37263,1116,EWR,TPA,141,997,17,12
2013,7,3,833,-7,1059,-1,MQ,N518MQ,3419,LGA,ATL,113,762,8,33
2013,1,22,1811,11,1919,9,WN,N792SW,808,EWR,BWI,35,169,18,11
2013,12,11,1626,-9,1735,-20,MQ,N668MQ,3044,JFK,BWI,47,184,16,26
2013,12,23,822,-7,1034,6,B6,N198JB,219,JFK,CLT,99,541,8,22
2013,8,23,1619,-3,1755,-31,EV,N10156,4431,EWR,DAY,81,533,16,19
2013,2,7,1559,-6,1905,-39,DL,N929DL,1508,JFK,RSW,161,1074,15,59
2013,6,23,1341,1,1649,-11,AA,N3CEAA,1073,LGA,MIA,165,1096,13,41
2013,3,25,1825,160,2039,135,DL,N3766,95,JFK,ATL,111,760,18,25
2013,5,17,633,-2,921,-30,UA,N39418,1299,EWR,RSW,149,1068,6,33
2013,10,22,1759,-6,1930,-20,AA,N539AA,353,LGA,ORD,119,733,17,59
2013,5,16,1211,-3,1458,-22,UA,N17719,1644,EWR,SNA,326,2434,12,11
2013,1,11,1823,33,1941,33,B6,N292JB,1307,JFK,IAD,50,228,18,23
2013,9,9,1853,-6,2114,-12,FL,N955AT,685,LGA,ATL,101,762,18,53
2013,7,27,1734,18,1854,6,B6,N337JB,408,JFK,PWM,49,273,17,34
2013,3,24,717,2,913,-5,DL,N941DL,831,LGA,DTW,94,502,7,17
2013,11,28,559,-1,1109,26,B6,N635JB,1403,JFK,SJU,223,1598,5,59
2013,9,15,1557,-3,1817,-18,DL,N917DE,221,LGA,ATL,113,762,15,57
2013,7,5,2140,-5,2248,-25,DL,N322NB,985,JFK,BOS,43,187,21,40
2013,1,30,1740,-5,2005,-15,MQ,N734MQ,4413,LGA,XNA,185,1147,17,40
2013,10,22,744,-1,1039,-21,AA,N351AA,59,JFK,SFO,337,2586,7,44
2013,9,27,1904,-6,2201,-14,AA,N332AA,21,JFK,LAX,311,2475,19,4
2013,6,29,1339,25,1650,30,B6,N535JB,1639,LGA,RSW,154,1080,13,39
2013,3,25,1920,142,2238,151,B6,N346JB,139,JFK,RSW,168,1074,19,20
2013,1,14,1008,18,1215,5,9E,N8598B,3961,LGA,GRR,99,618,10,8
2013,4,4,1128,118,1458,123,AA,N327AA,179,JFK,SFO,347,2586,11,28
2013,7,31,647,-3,920,-11,B6,N623JB,525,JFK,TPA,134,1005,6,47
2013,3,1,1453,-3,1805,6,UA,N24715,1186,EWR,MIA,167,1085,14,53
2013,2,12,1226,-4,1334,-31,WN,N203WN,283,LGA,MKE,113,738,12,26
2013,8,1,755,-5,1026,5,B6,N229JB,677,JFK,JAX,116,828,7,55
2013,9,18,644,-4,909,-46,UA,N435UA,519,EWR,SEA,311,2402,6,44
2013,9,13,1200,-4,1403,-20,UA,N441UA,998,EWR,PHX,281,2133,12,0
2013,7,2,1716,47,1847,26,EV,N17115,4121,EWR,RDU,70,416,17,16
2013,12,3,932,7,1250,-15,WN,N236WN,2166,EWR,AUS,222,1504,9,32
2013,11,1,1053,-2,1342,-14,DL,N3734B,1275,JFK,SLC,272,1990,10,53
2013,6,16,626,-3,753,-9,EV,N15910,4390,EWR,CLE,65,404,6,26
2013,5,21,554,-6,701,-10,EV,N830AS,5716,JFK,IAD,41,228,5,54
2013,4,4,757,-3,1011,13,B6,N228JB,1273,JFK,CHS,112,636,7,57
2013,12,2,815,0,1053,1,DL,N6712B,1429,JFK,LAS,315,2248,8,15
2013,8,24,1106,-7,1334,-14,B6,N537JB,127,EWR,MCO,134,937,11,6
2013,12,18,1622,7,1826,26,MQ,N1EAMQ,3301,LGA,RDU,69,431,16,22
2013,8,6,2050,-7,2317,-42,UA,N76522,1241,EWR,TPA,127,997,20,50
2013,8,2,1942,-8,2149,19,AA,N585AA,363,LGA,ORD,124,733,19,42
2013,2,28,756,11,946,16,AA,N540AA,309,LGA,ORD,107,733,7,56
2013,8,2,759,-1,953,-23,DL,N359NB,2457,LGA,MSY,149,1183,7,59
2013,5,27,716,1,1013,3,VX,N627VA,399,JFK,LAX,334,2475,7,16
