year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,3,30,1847,2,1952,-23,WN,N268WN,1912,LGA,MDW,112,725,18,47
2013,12,1,1641,16,1819,-3,9E,N601LR,2933,JFK,RDU,69,427,16,41
2013,12,31,1206,13,1322,12,EV,N48901,5801,EWR,BUF,57,282,12,6
2013,10,18,956,-4,1109,-11,US,N767UW,2175,LGA,DCA,45,214,9,56
2013,2,1,1934,4,2302,15,DL,N325NB,1854,LGA,FLL,162,1076,19,34
2013,1,16,1239,116,1558,138,UA,N667UA,575,EWR,IAH,224,1400,12,39
2013,5,4,839,40,954,39,EV,N13956,4233,EWR,BTV,46,266,8,39
2013,8,2,1600,-5,1750,10,AA,N3FMAA,1750,JFK,BOS,45,187,16,0
2013,12,13,1913,28,2105,25,MQ,N512MQ,3349,LGA,MSP,152,1020,19,13
2013,7,1,1530,61,1808,69,MQ,N525MQ,3669,LGA,ATL,119,762,15,30
2013,5,21,1338,-4,1449,0,EV,N14573,3832,EWR,PWM,48,284,13,38
2013,1,16,1049,-1,1401,-4,B6,N652JB,373,LGA,FLL,162,1076,10,49
2013,12,12,2034,50,2342,66,UA,N430UA,234,EWR,MCO,132,937,20,34
2013,2,1,1509,14,1822,-3,AA,N5EXAA,1769,JFK,MIA,172,1089,15,9
2013,11,6,1100,-5,1355,20,WN,N782SA,1250,LGA,DEN,253,1620,11,0
2013,8,18,910,-5,1203,-7,AA,N324AA,1,JFK,LAX,306,2475,9,10
2013,4,25,1010,30,1148,34,UA,N824UA,746,EWR,ORD,116,719,10,10
2013,5,20,1659,-1,1809,-18,B6,N304JB,24,JFK,SYR,44,209,16,59
2013,5,8,1347,137,1539,109,EV,N710EV,4990,LGA,MCI,142,1107,13,47
2013,7,22,610,-5,754,-12,US,N122US,1965,EWR,CLT,79,529,6,10
2013,1,1,1657,7,1921,41,WN,N462WN,2773,EWR,STL,181,872,16,57
2013,5,24,958,43,1324,50,DL,N358NW,2379,LGA,FLL,161,1076,9,58
2013,2,26,1755,50,1907,37,MQ,N806MQ,4410,JFK,DCA,54,213,17,55
2013,4,27,2100,-5,2337,-21,UA,N825UA,254,EWR,PBI,142,1023,21,0
2013,1,5,1831,-4,1941,-9,MQ,N942MQ,3944,JFK,BWI,36,184,18,31
2013,1,8,1413,-12,1620,-10,EV,N759EV,5164,EWR,MSP,165,1008,14,13
2013,10,14,1725,15,1834,-1,MQ,N839MQ,3365,JFK,DCA,43,213,17,25
2013,9,2,1221,-5,1502,40,EV,N14905,3848,EWR,CLT,111,529,12,21
2013,5,31,1057,-2,1326,-3,DL,N900PC,1647,LGA,ATL,102,762,10,57
2013,9,13,1207,2,1403,-15,UA,N87513,1625,EWR,DEN,213,1605,12,7
2013,11,26,1022,-8,1256,8,DL,N989AT,2343,EWR,ATL,126,746,10,22
2013,6,9,1305,-10,1443,-22,US,N732US,1014,EWR,CLT,80,529,13,5
2013,7,24,710,-5,952,-18,VX,N642VA,399,JFK,LAX,315,2475,7,10
2013,1,12,1228,-7,1441,-23,EV,N14105,3273,EWR,ATL,110,746,12,28
2013,10,11,1732,7,2010,-9,UA,N18112,1109,EWR,MCO,123,937,17,32
2013,8,2,1345,-3,1451,-18,B6,N339JB,308,JFK,PWM,49,273,13,45
2013,5,19,554,-6,653,-19,EV,N834AS,5747,LGA,IAD,41,229,5,54
2013,8,22,848,-2,1251,0,DL,N3761R,301,JFK,SJU,191,1598,8,48
2013,12,29,824,-1,1013,-7,EV,N12900,4711,EWR,STL,142,872,8,24
2013,2,13,2016,-4,2256,11,MQ,N500MQ,4662,LGA,ATL,125,762,20,16
2013,6,29,2054,25,26,-1,UA,N37466,1071,EWR,BQN,198,1585,20,54
2013,8,28,2242,73,2341,62,EV,N16961,4560,EWR,DCA,39,199,22,42
2013,4,10,852,-8,1154,-9,UA,N594UA,580,EWR,LAX,330,2454,8,52
2013,10,2,2012,-6,2215,13,EV,N17560,5959,LGA,CLE,66,419,20,12
2013,9,24,1439,3,1820,-15,B6,N529JB,703,JFK,SJU,191,1598,14,39
2013,5,24,2025,0,2331,-2,UA,N557UA,771,JFK,LAX,316,2475,20,25
2013,11,21,1039,-8,1357,4,B6,N503JB,971,LGA,FLL,149,1076,10,39
2013,4,27,1915,-5,2018,-32,WN,N798SW,1352,LGA,MDW,108,725,19,15
2013,4,2,1747,-8,2052,-28,AA,N3EXAA,1611,LGA,MIA,156,1096,17,47
2013,12,30,801,-4,1117,4,DL,N901DE,834,LGA,TPA,168,1010,8,1
2013,6,3,1959,119,2206,92,DL,N698DL,61,LGA,ATL,101,762,19,59
2013,9,10,922,2,1201,-19,VX,N628VA,407,JFK,LAX,304,2475,9,22
2013,4,10,1319,-1,1649,-22,DL,N3764D,315,JFK,SJU,186,1598,13,19
2013,5,28,749,-1,1027,-8,B6,N729JB,983,LGA,TPA,141,1010,7,49
2013,5,6,811,-4,1105,-17,DL,N938DL,269,JFK,MIA,147,1089,8,11
2013,11,6,1752,-7,2029,-25,DL,N3733Z,1629,JFK,LAS,316,2248,17,52
2013,8,27,1746,-2,2025,-10,B6,N535JB,299,LGA,MCO,120,950,17,46
2013,12,7,1835,5,2203,14,DL,N3745B,438,JFK,SAN,369,2446,18,35
2013,10,5,1905,-5,2137,-29,DL,N947DL,2159,JFK,MCO,134,944,19,5
2013,8,28,1024,-6,1308,-17,AA,N335AA,19,JFK,LAX,323,2475,10,24
2013,9,17,806,-4,1044,-10,DL,N3764D,857,JFK,SAN,306,2446,8,6
2013,4,7,2112,-3,2228,14,EV,N13903,4404,EWR,PVD,34,160,21,12
2013,10,31,1041,12,1353,28,UA,N14704,1259,LGA,IAH,219,1416,10,41
2013,6,10,843,2,950,-14,EV,N15980,4583,EWR,PWM,46,284,8,43
2013,5,6,1207,66,1426,52,B6,N809JB,711,JFK,LAS,291,2248,12,7
2013,8,8,632,-11,826,-29,EV,N14177,4393,EWR,IND,92,645,6,32
2013,5,21,942,-1,1237,-17,UA,N14219,1574,EWR,FLL,147,1065,9,42
2013,12,28,1655,-5,2009,-16,AA,N3FHAA,2379,LGA,MIA,167,1096,16,55
2013,11,22,1408,23,1533,23,WN,N956WN,593,LGA,MDW,125,725,14,8
2013,11,29,1342,-3,1606,-34,UA,N67052,1178,EWR,IAH,185,1400,13,42
2013,7,6,1823,-6,1937,-19,EV,N48901,4131,EWR,RIC,46,277,18,23
2013,10,16,1258,-2,1558,-12,VX,N626VA,411,JFK,LAX,335,2475,12,58
2013,4,3,1540,-3,1744,-7,EV,N14960,4352,EWR,CVG,99,569,15,40
2013,6,26,736,-7,854,-24,EV,N12135,4125,EWR,GSO,63,445,7,36
2013,4,18,1847,2,2123,13,9E,N926XJ,3403,JFK,MCI,156,1113,18,47
2013,4,16,1821,-8,2007,-24,US,N444US,1973,EWR,CLT,77,529,18,21
2013,3,16,634,-6,952,-8,UA,N842UA,387,EWR,LAX,360,2454,6,34
2013,7,17,2050,0,26,-16,UA,N53442,1071,EWR,BQN,192,1585,20,50
2013,7,12,1357,-2,1535,-21,US,N676AW,688,EWR,PHX,257,2133,13,57
2013,3,24,2148,3,156,24,B6,N190JB,701,JFK,SJU,223,1598,21,48
2013,3,25,1929,34,2110,10,MQ,N523MQ,4649,LGA,MSP,132,1020,19,29
2013,10,15,1413,63,1629,63,EV,N722EV,5283,LGA,CVG,93,585,14,13
2013,7,14,852,-1,1119,-53,B6,N821JB,15,JFK,SFO,306,2586,8,52
2013,4,26,1941,41,2112,29,DL,N351NB,975,LGA,PIT,57,335,19,41
2013,5,26,1707,-3,1839,-18,EV,N22909,4202,EWR,STL,131,872,17,7
2013,1,15,1817,-2,1930,-2,EV,N17159,4520,EWR,PWM,44,284,18,17
2013,6,23,2307,112,103,74,DL,N3758Y,1729,JFK,LAS,277,2248,23,7
2013,5,27,1753,8,2014,-7,DL,N362NW,884,LGA,DEN,232,1620,17,53
2013,9,25,1943,-4,2241,-9,B6,N643JB,201,JFK,FLL,143,1069,19,43
2013,5,1,1023,-7,1344,0,UA,N556UA,220,EWR,SFO,337,2565,10,23
2013,8,19,1158,-2,1444,14,UA,N493UA,995,EWR,IAH,201,1400,11,58
2013,4,20,1557,7,1915,38,UA,N73445,1148,EWR,TPA,173,997,15,57
2013,2,20,1938,78,2103,58,AA,N3BPAA,353,LGA,ORD,113,733,19,38
2013,11,2,1254,9,1604,4,UA,N37434,1663,EWR,SFO,352,2565,12,54
2013,5,5,2057,-3,2305,-22,DL,N353NW,1247,LGA,ATL,103,762,20,57
2013,12,4,1640,-10,1946,-19,AA,N3GUAA,1171,LGA,DFW,222,1389,16,40
2013,10,26,1025,-10,1243,23,AA,N4WNAA,325,LGA,ORD,125,733,10,25
2013,8,15,1754,-6,1901,-12,US,N961UW,2158,LGA,BOS,41,184,17,54
2013,4,2,1244,-6,1542,2,AA,N3BKAA,745,LGA,DFW,217,1389,12,44
2013,8,30,728,-2,1113,-16,B6,N659JB,1289,EWR,SJU,201,1608,7,28
2013,10,4,1428,-1,1552,-31,9E,N932XJ,3527,LGA,RDU,62,431,14,28
2013,2,6,1427,-3,1709,-33,UA,N26226,1175,EWR,RSW,145,1068,14,27
2013,12,1,1658,-2,2002,-12,DL,N3749D,706,JFK,AUS,226,1521,16,58
2013,11,15,1014,-4,1124,-13,EV,N11113,6054,EWR,IAD,43,212,10,14
2013,10,13,723,-6,950,-31,B6,N565JB,461,LGA,PBI,129,1035,7,23
2013,7,2,920,0,1109,-24,EV,N391CA,4952,LGA,CLT,86,544,9,20
2013,9,9,1448,-7,1709,-18,9E,N600LR,3316,JFK,IND,90,665,14,48
2013,5,7,656,-4,934,-45,B6,N807JB,671,JFK,LAX,314,2475,6,56
2013,10,21,1154,-5,1256,-13,MQ,N808MQ,3386,JFK,DCA,39,213,11,54
2013,8,12,805,0,1056,1,DL,N376NW,1109,LGA,TPA,140,1010,8,5
2013,10,19,702,-8,1024,24,AA,N5FPAA,2493,JFK,MCO,151,944,7,2
2013,9,15,558,-2,722,-18,WN,N499WN,452,LGA,STL,125,888,5,58
2013,12,17,806,14,1116,30,UA,N18243,1592,EWR,MCO,140,937,8,6
2013,9,3,1529,-1,1856,13,DL,N188DN,1163,JFK,LAX,308,2475,15,29
2013,4,3,1620,40,1750,41,EV,N12135,3815,EWR,BNA,132,748,16,20
2013,1,17,2055,-5,8,19,B6,N547JB,399,LGA,MCO,162,950,20,55
2013,8,26,922,-8,1018,-21,B6,N267JB,116,JFK,SYR,44,209,9,22
2013,7,8,958,-2,1119,-14,UA,N825UA,673,LGA,ORD,109,733,9,58
2013,8,6,2029,0,2335,-5,UA,N73259,1532,EWR,SFO,346,2565,20,29
2013,1,3,1846,36,2035,50,MQ,N739MQ,4484,LGA,BNA,148,764,18,46
2013,2,4,922,1,1032,4,B6,N516JB,1004,JFK,BOS,42,187,9,22
2013,4,14,1833,38,2010,40,WN,N784SW,3962,LGA,MDW,112,725,18,33
2013,12,29,1815,76,2112,85,DL,N900DE,221,LGA,ATL,120,762,18,15
2013,11,4,541,-4,821,-34,AA,N5CGAA,2243,JFK,MIA,139,1089,5,41
2013,10,9,1557,-3,1823,-15,DL,N910DL,847,LGA,ATL,106,762,15,57
2013,3,15,1001,1,1551,21,HA,N388HA,51,JFK,HNL,686,4983,10,1
2013,7,22,823,-2,1114,9,AA,N3EUAA,719,LGA,DFW,188,1389,8,23
2013,12,1,2119,-11,2219,-26,MQ,N849MQ,3621,JFK,DCA,41,213,21,19
2013,3,6,820,5,1013,3,MQ,N711MQ,4490,LGA,CMH,76,479,8,20
2013,4,3,1242,0,1527,-1,B6,N807JB,991,JFK,PBI,149,1028,12,42
2013,7,13,940,-5,1157,-12,DL,N326NB,2457,LGA,MSY,158,1183,9,40
2013,2,25,1152,-3,1258,-6,9E,N929XJ,3289,JFK,BOS,36,187,11,52
2013,9,25,1109,-6,1412,-8,DL,N301NB,1875,LGA,TPA,141,1010,11,9
2013,8,15,2129,137,2331,101,UA,N75433,1481,EWR,LAS,275,2227,21,29
2013,7,11,1644,104,1925,87,B6,N527JB,83,JFK,MCO,128,944,16,44
2013,7,1,614,14,732,17,MQ,N505MQ,3267,EWR,ORD,106,719,6,14
2013,2,26,1547,-8,1700,-25,B6,N239JB,12,JFK,SYR,42,209,15,47
2013,12,28,720,0,1017,-12,UA,N478UA,525,LGA,IAH,216,1416,7,20
2013,4,15,2017,-1,2253,-33,UA,N27733,1241,EWR,TPA,134,997,20,17
2013,2,13,1754,-6,1900,-14,B6,N190JB,1016,JFK,BOS,40,187,17,54
2013,9,14,1827,-3,2105,-17,B6,N612JB,153,JFK,PBI,136,1028,18,27
2013,8,13,1952,-8,2218,60,US,N744P,2195,LGA,DCA,69,214,19,52
2013,3,10,1135,1,1417,-15,UA,N53441,1027,EWR,TPA,136,997,11,35
2013,1,27,1923,-7,2158,-45,DL,N908DE,1435,LGA,TPA,135,1010,19,23
2013,11,12,905,0,1203,-17,VX,N848VA,161,EWR,LAX,324,2454,9,5
2013,9,16,842,27,1034,12,9E,N926XJ,3538,JFK,MSP,154,1029,8,42
2013,1,20,1655,0,2013,-2,B6,N636JB,359,JFK,BUR,361,2465,16,55
2013,9,22,1622,-3,1836,40,DL,N315NB,402,JFK,BOS,36,187,16,22
2013,10,6,1623,4,1836,4,EV,N14960,4684,EWR,SDF,105,642,16,23
2013,10,21,826,-3,1019,-10,MQ,N8EGMQ,3478,LGA,DTW,84,502,8,26
2013,8,3,840,0,1139,-11,UA,N492UA,527,EWR,SEA,334,2402,8,40
2013,8,30,1733,-2,2031,-37,DL,N722TW,1543,JFK,SEA,336,2422,17,33
2013,11,29,1259,-1,1415,-13,UA,N21108,1734,EWR,ORD,116,719,12,59
2013,7,20,2059,29,2341,97,9E,N936XJ,3395,JFK,DCA,49,213,20,59
2013,3,22,2006,-9,2153,-17,MQ,N713MQ,4555,LGA,CMH,77,479,20,6
2013,4,18,844,-6,1030,5,MQ,N852MQ,4406,JFK,RDU,67,427,8,44
2013,8,27,1506,-4,1626,-15,EV,N11189,4191,EWR,BNA,103,748,15,6
2013,11,22,1403,-1,1640,-23,UA,N77430,1232,EWR,IAH,195,1400,14,3
2013,7,31,950,-10,1101,-24,EV,N820AS,5736,LGA,IAD,43,229,9,50
2013,11,6,558,-2,842,17,WN,N906WN,1716,LGA,ATL,126,762,5,58
2013,12,30,2004,5,2217,-6,EV,N760EV,5079,LGA,MEM,167,963,20,4
2013,4,4,1042,-5,1327,-13,UA,N667UA,764,EWR,IAH,204,1400,10,42
2013,10,7,1357,-2,1858,124,AA,N3CMAA,1151,LGA,DFW,192,1389,13,57
2013,5,31,1456,-1,1722,-29,B6,N554JB,151,JFK,MCO,121,944,14,56
2013,7,28,1940,245,2216,302,EV,N11119,4701,EWR,CMH,73,463,19,40
2013,4,19,1848,93,2029,89,AA,N480AA,2019,LGA,STL,138,888,18,48
2013,12,4,756,-4,1006,-28,9E,N909XJ,2924,JFK,MSY,170,1182,7,56
2013,1,20,1704,2,2019,1,UA,N824UA,250,EWR,LAX,355,2454,17,4
2013,1,21,1328,13,1412,1,EV,N13914,4368,EWR,BDL,24,116,13,28
2013,7,27,1146,-4,1311,-14,AA,N589AA,1855,LGA,STL,125,888,11,46
2013,2,19,2012,47,2200,44,EV,N759EV,4872,LGA,BHM,127,866,20,12
2013,6,13,1825,-4,2129,56,US,N508AY,297,JFK,CLT,88,541,18,25
2013,1,1,1246,21,1424,36,B6,N228JB,66,JFK,BUF,70,301,12,46
2013,7,29,2120,5,112,-19,DL,N3734B,347,JFK,SJU,208,1598,21,20
2013,3,27,2231,1,210,-2,B6,N595JB,713,JFK,SJU,197,1598,22,31
2013,4,22,854,-6,1236,12,DL,N709TW,120,JFK,LAX,354,2475,8,54
2013,1,22,627,-3,805,-5,AA,N3AKAA,303,LGA,ORD,124,733,6,27
2013,3,27,1816,-4,2109,-41,AA,N3FLAA,119,EWR,LAX,332,2454,18,16
2013,2,23,828,-1,944,5,B6,N586JB,1936,JFK,BOS,40,187,8,28
2013,4,10,639,-6,848,7,US,N184US,1621,EWR,CLT,73,529,6,39
2013,7,12,627,-3,843,-2,DL,N301DQ,575,EWR,ATL,117,746,6,27
2013,10,17,1450,-5,1733,-17,AA,N5FMAA,2285,JFK,MCO,134,944,14,50
2013,10,4,808,-2,1100,-8,DL,N3732J,857,JFK,SAN,320,2446,8,8
2013,5,13,1631,-4,1748,-6,EV,N14179,4364,EWR,ROC,46,246,16,31
2013,7,31,1606,-4,1842,-3,MQ,N521MQ,3357,LGA,ATL,108,762,16,6
2013,10,15,2022,-3,2340,-10,B6,N661JB,915,JFK,SFO,344,2586,20,22
2013,12,23,1229,-1,1344,-23,EV,N611QX,5369,LGA,MKE,115,738,12,29
2013,6,21,1456,1,1646,-15,9E,N8694A,4120,JFK,CLE,68,425,14,56
2013,2,6,1610,85,1720,74,9E,N904XJ,3452,JFK,BOS,42,187,16,10
2013,1,8,1932,107,2241,106,AA,N3ATAA,785,LGA,DFW,226,1389,19,32
2013,7,29,933,-7,1147,-25,9E,N824AY,4065,LGA,SDF,101,659,9,33
2013,10,12,1626,1,1936,4,B6,N766JB,423,JFK,LAX,330,2475,16,26
2013,6,3,1358,-3,1503,-12,B6,N368JB,1002,JFK,BOS,38,187,13,58
2013,12,27,743,-2,1050,7,B6,N662JB,1717,LGA,TPA,158,1010,7,43
2013,8,4,2055,25,2204,2,9E,N8828D,4079,JFK,BWI,34,184,20,55
2013,7,21,2100,60,2240,60,MQ,N711MQ,3591,LGA,RDU,71,431,21,0
2013,3,31,1614,4,1757,-3,AA,N489AA,341,LGA,ORD,118,733,16,14
2013,8,16,1731,-4,1931,-29,WN,N732SW,401,LGA,DEN,218,1620,17,31
2013,9,17,1801,-9,1924,-21,WN,N219WN,1368,LGA,BNA,108,764,18,1
2013,11,12,2356,-3,429,-11,B6,N643JB,1503,JFK,SJU,198,1598,23,56
2013,4,4,818,-11,1042,8,MQ,N813MQ,4478,LGA,DTW,89,502,8,18
2013,9,29,1629,-1,1859,-41,AA,N336AA,181,JFK,LAX,307,2475,16,29
2013,1,15,1809,-1,2130,10,UA,N39461,1292,EWR,FLL,157,1065,18,9
2013,2,5,1621,19,1737,15,YV,N501MJ,3771,LGA,IAD,53,229,16,21
2013,11,19,1751,-4,1942,12,MQ,N0EGMQ,3301,LGA,RDU,70,431,17,51
2013,1,28,1228,-7,1601,-5,DL,N390DA,2174,JFK,SLC,295,1990,12,28
2013,6,23,1917,-3,2144,-26,AA,N522AA,1691,EWR,DFW,176,1372,19,17
2013,12,26,1518,13,1816,2,UA,N24211,1186,EWR,MIA,158,1085,15,18
2013,11,3,1018,-5,1208,-10,US,N569UW,1745,EWR,CLT,86,529,10,18
2013,7,11,729,14,1003,5,UA,N575UA,222,EWR,SNA,313,2434,7,29
2013,4,20,1021,-9,1155,-15,AA,N546AA,321,LGA,ORD,114,733,10,21
2013,4,27,738,-2,1031,-9,AA,N564AA,715,LGA,DFW,213,1389,7,38
2013,2,3,1734,4,2013,-9,UA,N17126,1109,EWR,MCO,129,937,17,34
2013,11,24,1140,163,1439,142,UA,N830UA,376,EWR,LAX,319,2454,11,40
2013,1,4,1201,-4,1523,3,AA,N584AA,743,LGA,DFW,206,1389,12,1
2013,3,10,1734,-1,1941,-22,DL,N364NW,884,LGA,DEN,215,1620,17,34
2013,2,22,1455,-5,1716,23,US,N563UW,720,EWR,CLT,114,529,14,55
2013,4,30,2115,-5,2252,-23,EV,N11544,4700,EWR,CLT,76,529,21,15
2013,4,29,1919,-13,2018,-34,EV,N826AS,5769,LGA,IAD,44,229,19,19
2013,8,31,622,-8,839,-25,B6,N625JB,1099,LGA,MCO,118,950,6,22
2013,11,27,1126,19,1404,-30,UA,N831UA,563,EWR,LAX,312,2454,11,26
2013,6,3,2121,-15,2217,-37,B6,N648JB,1020,JFK,BOS,37,187,21,21
2013,1,2,1628,-2,1950,-30,VX,N836VA,27,JFK,SFO,346,2586,16,28
2013,7,3,725,-5,1014,-11,AA,N3DRAA,1757,JFK,TPA,142,1005,7,25
2013,1,8,1459,-5,1741,-16,UA,N38454,1566,EWR,MCO,141,937,14,59
2013,11,30,1758,-2,1918,-34,UA,N24706,1053,EWR,CLE,60,404,17,58
2013,2,13,1843,3,2034,-15,DL,N371NW,2131,LGA,DTW,80,502,18,43
2013,11,8,1554,-3,1923,-4,DL,N702TW,467,JFK,SLC,298,1990,15,54
2013,8,6,800,-1,944,3,EV,N13133,4099,EWR,STL,134,872,8,0
2013,5,15,2249,-6,2359,-5,B6,N789JB,1018,JFK,BOS,50,187,22,49
2013,8,15,710,-5,1002,-8,VX,N641VA,399,JFK,LAX,313,2475,7,10
2013,12,9,1331,86,1513,83,MQ,N506MQ,3404,LGA,RDU,74,431,13,31
2013,5,1,1143,12,1440,16,UA,N473UA,350,EWR,TPA,130,997,11,43
2013,8,9,2236,101,2342,72,WN,N265WN,579,LGA,MDW,107,725,22,36
2013,9,19,1015,-9,1203,-20,EV,N26545,4255,EWR,CHS,87,628,10,15
2013,9,10,1451,-4,1727,-23,MQ,N506MQ,3070,JFK,TPA,125,1005,14,51
2013,10,21,2103,4,41,-17,DL,N3759,347,JFK,SJU,196,1598,21,3
2013,3,30,1354,-6,1614,-15,DL,N675DL,2247,LGA,ATL,106,762,13,54
2013,9,29,1057,-3,1201,-49,WN,N262WN,1341,LGA,BNA,104,764,10,57
2013,6,7,628,-2,918,2,B6,N632JB,27,JFK,TPA,143,1005,6,28
2013,8,13,1040,50,1342,97,MQ,N526MQ,3644,LGA,ATL,114,762,10,40
2013,7,25,1255,-5,1411,-3,US,N749US,2175,LGA,DCA,50,214,12,55
2013,9,19,811,-6,1019,-4,9E,N916XJ,3353,JFK,DTW,80,509,8,11
2013,1,3,1600,0,1823,-27,DL,N3743H,1331,JFK,DEN,219,1626,16,0
2013,4,27,1603,273,1910,291,DL,N991DL,695,JFK,MCO,127,944,16,3
2013,10,1,2001,-4,2107,-23,MQ,N510MQ,3604,EWR,ORD,105,719,20,1
2013,9,24,1808,-2,1942,-3,WN,N248WN,1368,LGA,BNA,112,764,18,8
2013,4,12,2150,20,2313,13,MQ,N534MQ,4617,LGA,RDU,70,431,21,50
2013,8,19,1228,-7,1411,-18,EV,N11551,4640,EWR,DAY,84,533,12,28
2013,2,24,643,2,747,-9,UA,N54711,1142,EWR,BOS,34,200,6,43
2013,10,29,1918,-12,2045,-11,EV,N11544,4224,EWR,MKE,122,725,19,18
2013,8,31,1029,-1,1210,-19,EV,N29906,4255,EWR,CHS,87,628,10,29
2013,4,21,1257,-2,1457,1,US,N180US,1459,LGA,CLT,93,544,12,57
2013,6,6,2109,54,2349,41,B6,N552JB,43,JFK,MCO,126,944,21,9
2013,9,18,737,-3,837,-23,MQ,N520MQ,3709,EWR,ORD,98,719,7,37
2013,4,1,1933,-2,2221,-21,DL,N337NW,2370,LGA,PBI,146,1035,19,33
2013,11,7,1633,3,1931,16,UA,N41140,1712,EWR,IAH,203,1400,16,33
2013,12,7,1317,7,1610,4,B6,N529JB,505,EWR,FLL,152,1065,13,17
2013,9,2,9,186,113,167,EV,N18556,4119,EWR,RIC,45,277,0,9
2013,2,6,828,-2,1255,-40,DL,N637DL,301,JFK,SJU,188,1598,8,28
2013,9,10,559,-1,750,-4,EV,N582CA,5068,EWR,DTW,73,488,5,59
2013,6,25,723,-7,1042,-3,VX,N633VA,183,EWR,SFO,352,2565,7,23
2013,12,5,155,265,445,267,B6,N556JB,1371,LGA,FLL,148,1076,1,55
2013,9,24,2019,19,2330,2,UA,N27213,1651,EWR,SFO,350,2565,20,19
2013,12,18,657,-3,852,-3,EV,N13994,4099,EWR,STL,135,872,6,57
2013,6,19,1747,20,2044,4,UA,N68452,1266,EWR,LAX,311,2454,17,47
2013,12,26,1748,18,1933,3,B6,N206JB,1119,JFK,CLT,89,541,17,48
2013,6,20,1341,3,1619,-15,B6,N568JB,213,JFK,LGB,315,2465,13,41
2013,12,11,1620,30,1750,40,WN,N239WN,421,EWR,MDW,126,711,16,20
2013,2,23,2156,16,2250,1,UA,N37409,1066,EWR,BOS,32,200,21,56
2013,8,14,1135,-4,1243,-11,B6,N267JB,1307,JFK,IAD,48,228,11,35
2013,8,2,756,1,1009,0,UA,N528UA,561,LGA,DEN,233,1620,7,56
2013,4,11,1713,74,1927,73,MQ,N660MQ,3985,JFK,CVG,100,589,17,13
2013,12,6,800,0,1109,-2,B6,N508JB,1511,EWR,RSW,157,1068,8,0
2013,4,10,1815,125,2156,236,AA,N526AA,343,LGA,ORD,148,733,18,15
2013,3,6,1529,30,1833,8,UA,N73278,1697,EWR,SFO,346,2565,15,29
2013,10,4,1849,-11,2048,7,UA,N837UA,415,EWR,ORD,117,719,18,49
2013,2,22,908,-2,1029,-3,B6,N304JB,20,JFK,ROC,53,264,9,8
2013,3,12,2156,11,2245,-1,EV,N14920,4276,EWR,BDL,27,116,21,56
2013,1,28,1557,-3,1910,-5,AA,N3AGAA,565,JFK,DFW,209,1391,15,57
2013,2,28,954,0,1202,-36,UA,N23707,1597,EWR,EGE,230,1726,9,54
2013,11,8,806,-3,1131,-4,9E,N914XJ,3489,LGA,RSW,160,1080,8,6
2013,9,15,741,1,847,-8,WN,N252WN,1407,EWR,MDW,106,711,7,41
2013,11,4,1414,-6,1604,9,AA,N4XXAA,337,LGA,ORD,116,733,14,14
2013,9,17,1223,-3,1356,-12,EV,N12136,5906,EWR,CMH,72,463,12,23
2013,8,11,613,-1,802,-6,US,N102UW,833,JFK,CLT,79,541,6,13
2013,6,27,1931,122,2327,152,VX,N839VA,193,EWR,SFO,386,2565,19,31
2013,5,29,1841,-4,2014,-16,MQ,N713MQ,4517,LGA,CRW,69,444,18,41
2013,8,5,1026,-8,1154,-12,EV,N12135,4662,EWR,RDU,70,416,10,26
2013,1,7,557,-3,710,-14,EV,N14977,6055,LGA,IAD,48,229,5,57
2013,10,30,1709,1,1906,-3,B6,N206JB,1119,JFK,CLT,83,541,17,9
2013,3,5,1319,-11,1627,-2,B6,N587JB,431,LGA,SRQ,151,1047,13,19
2013,12,25,2150,-9,103,18,B6,N634JB,1183,JFK,MCO,151,944,21,50
2013,5,17,1730,5,2023,3,AA,N3DSAA,1901,JFK,IAH,197,1417,17,30
2013,2,10,900,0,1235,15,AA,N336AA,1,JFK,LAX,362,2475,9,0
2013,11,2,1551,-9,1842,-25,B6,N559JB,1117,LGA,TPA,156,1010,15,51
2013,12,11,826,1,1026,16,MQ,N814MQ,3363,JFK,RDU,86,427,8,26
2013,10,8,847,-3,1013,10,EV,N14993,3810,EWR,BUF,49,282,8,47
2013,9,22,1048,-11,1226,-28,MQ,N725MQ,3281,LGA,CMH,74,479,10,48
2013,8,6,752,-8,1043,-21,B6,N529JB,1511,EWR,RSW,145,1068,7,52
2013,9,28,1832,-9,1944,-26,B6,N373JB,2202,JFK,BUF,48,301,18,32
2013,10,6,555,-5,845,-20,AA,N3ETAA,1175,LGA,MIA,143,1096,5,55
2013,4,18,1055,-1,1331,-8,B6,N563JB,1183,JFK,MCO,130,944,10,55
2013,8,2,1825,-3,2031,-2,US,N153UW,2039,EWR,CLT,76,529,18,25
2013,4,26,1722,27,2047,17,VX,N625VA,413,JFK,LAX,334,2475,17,22
2013,10,23,2153,-6,2304,-4,9E,N601LR,3525,LGA,SYR,42,198,21,53
2013,7,13,2328,113,216,106,B6,N629JB,1201,JFK,FLL,139,1069,23,28
2013,1,20,2057,-3,2339,-10,B6,N633JB,399,LGA,MCO,144,950,20,57
2013,8,16,1833,1,2011,23,EV,N11536,4224,EWR,MKE,110,725,18,33
2013,2,19,754,-1,912,-18,WN,N785SW,111,LGA,MDW,116,725,7,54
